    time    shf    lhf
     0.0     0.000000     0.000000
  3600.0    25.881905    77.645714
  7200.0    50.000000   150.000000
 10800.0    70.710678   212.132034
 14400.0    86.602539   259.807617
 18000.0    96.592590   289.777771
 21600.0   100.000000   300.000000
 25200.0    96.592583   289.777740
 28800.0    86.602531   259.807587
 32400.0    70.710678   212.132034
 36000.0    50.000008   150.000015
 39600.0    25.881893    77.645676
 43200.0    -0.000009    -0.000026
