4.320000e+04 	-3.575180e-08 	-3.804824e-04 
4.500000e+04 	2.395881e-08 	-1.741112e-04 
4.680000e+04 	1.057642e-05 	5.645580e-03 
4.860000e+04 	3.857105e-05 	2.965701e-02 
5.040000e+04 	5.858337e-05 	5.126519e-02 
5.220000e+04 	7.731767e-05 	7.310793e-02 
5.400000e+04 	9.564084e-05 	9.281334e-02 
5.580000e+04 	1.129723e-04 	1.093211e-01 
5.760000e+04 	1.272239e-04 	1.206846e-01 
5.940000e+04 	1.402873e-04 	1.294575e-01 
6.120000e+04 	1.509193e-04 	1.343543e-01 
6.300000e+04 	1.601524e-04 	1.372341e-01 
6.480000e+04 	1.663459e-04 	1.366685e-01 
6.660000e+04 	1.696965e-04 	1.328512e-01 
6.840000e+04 	1.703595e-04 	1.265756e-01 
7.020000e+04 	1.690220e-04 	1.180954e-01 
7.200000e+04 	1.679828e-04 	1.105564e-01 
7.380000e+04 	1.608836e-04 	9.818896e-02 
7.560000e+04 	1.506077e-04 	8.436124e-02 
7.740000e+04 	1.397831e-04 	7.095052e-02 
7.920000e+04 	1.239556e-04 	5.474229e-02 
8.100000e+04 	1.098781e-04 	4.140171e-02 
8.280000e+04 	9.124292e-05 	2.670422e-02 
8.460000e+04 	7.179125e-05 	1.371530e-02 
8.640000e+04 	5.095630e-05 	3.368854e-03 
8.820000e+04 	2.608547e-05 	-1.582725e-03 
9.000000e+04 	1.464949e-06 	-2.676844e-04 
9.180000e+04 	1.434810e-07 	-1.420264e-04 
9.360000e+04 	9.338287e-08 	-2.520717e-04 
9.540000e+04 	7.272567e-08 	-3.012121e-04 
9.720000e+04 	7.272567e-08 	-3.012121e-04 
