numer_sta,date,rs_type,rs_comp,sasa,equip,ht_sta_mer,ht_baro_mer,ht_sond_mer,ht_sta_qual,vertical_sig,nbas,bbas,cl,cm,ch,tmer,nb_niv,nb_cis,
07145,20221226231546,177,4,8,7,168.000000,168.000000,168.000000,999999.000000,999999,999999,999999,999999,999999,999999,999999.000000,3479,3,
p_niv,altitude,t,td,dd,ff,dur_dep,dep_lat,dep_lon,
4570,20883.000000,215.260000,185.160000,261,33.900000,4326.000000,-0.071410,1.528130,
4570,20892.000000,215.300000,185.180000,261,33.900000,4328.000000,-0.071370,1.528950,
4560,20902.000000,215.370000,185.230000,262,33.900000,4330.000000,-0.071240,1.529660,
4550,20915.000000,215.650000,185.430000,262,34.100000,4332.000000,-0.071110,1.530500,
4540,20925.000000,215.910000,185.610000,262,34.300000,4334.000000,-0.071010,1.531520,
4530,20937.000000,216.040000,185.700000,262,34.300000,4336.000000,-0.070960,1.532580,
4520,20950.000000,216.080000,185.730000,262,34.300000,4338.000000,-0.070940,1.533550,
4520,20962.000000,216.060000,185.710000,262,34.400000,4340.000000,-0.070920,1.534390,
4510,20973.000000,215.990000,185.660000,262,34.500000,4342.000000,-0.070830,1.535140,
4500,20988.000000,215.950000,185.640000,262,34.600000,4344.000000,-0.070720,1.536020,
4490,20995.000000,215.890000,185.600000,262,34.700000,4346.000000,-0.070650,1.537090,
4480,21009.000000,215.860000,185.570000,262,34.800000,4348.000000,-0.070610,1.538160,
4470,21020.000000,215.820000,185.540000,262,34.900000,4350.000000,-0.070550,1.539100,
4470,21032.000000,215.860000,185.570000,262,35.000000,4352.000000,-0.070480,1.539970,
4460,21041.000000,215.990000,185.660000,262,35.100000,4354.000000,-0.070380,1.540870,
4450,21053.000000,216.030000,185.690000,262,35.300000,4356.000000,-0.070240,1.541790,
4440,21063.000000,216.040000,185.700000,262,35.500000,4358.000000,-0.070090,1.542710,
4440,21074.000000,216.080000,185.730000,262,35.700000,4360.000000,-0.069970,1.543690,
4430,21086.000000,216.180000,185.790000,262,35.800000,4362.000000,-0.069870,1.544700,
4420,21097.000000,216.290000,185.870000,262,36.000000,4364.000000,-0.069800,1.545630,
4410,21109.000000,216.380000,185.940000,261,36.000000,4366.000000,-0.069720,1.546500,
4400,21121.000000,216.550000,186.050000,261,36.100000,4368.000000,-0.069630,1.547470,
4400,21132.000000,216.650000,186.120000,261,36.300000,4370.000000,-0.069530,1.548500,
4390,21143.000000,216.710000,186.160000,261,36.500000,4372.000000,-0.069440,1.549520,
4380,21157.000000,216.820000,186.240000,261,36.600000,4374.000000,-0.069350,1.550540,
4370,21168.000000,216.880000,186.280000,261,36.700000,4376.000000,-0.069260,1.551520,
4360,21179.000000,216.880000,186.280000,261,36.800000,4378.000000,-0.069170,1.552430,
4360,21191.000000,216.900000,186.290000,261,36.900000,4380.000000,-0.069070,1.553400,
4350,21200.000000,216.920000,186.300000,261,36.900000,4382.000000,-0.068970,1.554490,
4340,21212.000000,216.950000,186.330000,261,37.000000,4384.000000,-0.068870,1.555570,
4330,21222.000000,216.950000,186.330000,261,37.000000,4386.000000,-0.068780,1.556500,
4330,21233.000000,217.030000,186.380000,261,37.000000,4388.000000,-0.068680,1.557390,
4320,21244.000000,217.160000,186.470000,261,37.000000,4390.000000,-0.068570,1.558400,
4310,21255.000000,217.260000,186.540000,261,36.900000,4392.000000,-0.068470,1.559480,
4300,21265.000000,217.360000,186.610000,261,36.900000,4394.000000,-0.068390,1.560500,
4300,21276.000000,217.400000,186.630000,261,36.800000,4396.000000,-0.068260,1.561470,
4290,21287.000000,217.450000,186.670000,261,36.800000,4398.000000,-0.068090,1.562410,
4280,21299.000000,217.550000,186.740000,261,36.700000,4400.000000,-0.067940,1.563340,
4280,21309.000000,217.610000,186.780000,262,36.700000,4402.000000,-0.067860,1.564320,
4270,21320.000000,217.610000,186.780000,262,36.700000,4404.000000,-0.067790,1.565380,
4260,21332.000000,217.550000,186.740000,262,36.600000,4406.000000,-0.067710,1.566430,
4250,21341.000000,217.450000,186.670000,262,36.500000,4408.000000,-0.067610,1.567360,
4250,21353.000000,217.360000,186.610000,262,36.400000,4410.000000,-0.067480,1.568260,
4240,21363.000000,217.300000,186.570000,262,36.400000,4412.000000,-0.067360,1.569230,
4230,21374.000000,217.220000,186.510000,262,36.300000,4414.000000,-0.067290,1.570240,
4230,21383.000000,217.160000,186.470000,263,36.100000,4416.000000,-0.067260,1.571220,
4220,21394.000000,217.070000,186.410000,263,36.100000,4418.000000,-0.067200,1.572220,
4210,21405.000000,216.990000,186.360000,263,36.000000,4420.000000,-0.067090,1.573230,
4200,21415.000000,216.940000,186.320000,263,35.900000,4422.000000,-0.067020,1.574170,
4200,21425.000000,216.920000,186.300000,264,35.800000,4424.000000,-0.067000,1.575100,
4190,21436.000000,216.880000,186.280000,264,35.800000,4426.000000,-0.066960,1.576130,
4180,21447.000000,216.940000,186.320000,264,35.800000,4428.000000,-0.066880,1.577160,
4180,21456.000000,217.070000,186.410000,265,35.800000,4430.000000,-0.066770,1.578080,
4170,21466.000000,217.150000,186.460000,265,35.800000,4432.000000,-0.066650,1.578960,
4160,21478.000000,217.240000,186.530000,265,35.700000,4434.000000,-0.066540,1.579900,
4160,21489.000000,217.300000,186.570000,265,35.600000,4436.000000,-0.066500,1.580890,
4150,21499.000000,217.300000,186.570000,266,35.600000,4438.000000,-0.066520,1.581850,
4140,21510.000000,217.280000,186.550000,266,35.400000,4440.000000,-0.066490,1.582780,
4140,21520.000000,217.260000,186.540000,266,35.300000,4442.000000,-0.066390,1.583740,
4130,21532.000000,217.240000,186.530000,266,35.200000,4444.000000,-0.066290,1.584680,
4120,21541.000000,217.220000,186.510000,266,35.200000,4446.000000,-0.066270,1.585600,
4120,21551.000000,217.150000,186.460000,266,35.200000,4448.000000,-0.066310,1.586590,
4110,21560.000000,217.150000,186.460000,266,35.200000,4450.000000,-0.066340,1.587670,
4100,21572.000000,217.150000,186.460000,266,35.200000,4452.000000,-0.066350,1.588680,
4100,21581.000000,217.150000,186.460000,266,35.200000,4454.000000,-0.066310,1.589570,
4090,21591.000000,217.200000,186.500000,266,35.300000,4456.000000,-0.066220,1.590440,
4080,21603.000000,217.240000,186.530000,266,35.300000,4458.000000,-0.066150,1.591390,
4080,21612.000000,217.280000,186.550000,266,35.400000,4460.000000,-0.066170,1.592380,
4070,21624.000000,217.360000,186.610000,265,35.400000,4462.000000,-0.066200,1.593340,
4060,21633.000000,217.400000,186.630000,265,35.500000,4464.000000,-0.066150,1.594250,
4060,21643.000000,217.430000,186.660000,265,35.400000,4466.000000,-0.066020,1.595140,
4050,21653.000000,217.590000,186.770000,264,35.400000,4468.000000,-0.065950,1.596040,
4040,21662.000000,217.680000,186.830000,263,35.500000,4470.000000,-0.065910,1.597030,
4040,21672.000000,217.740000,186.870000,263,35.500000,4472.000000,-0.065850,1.598080,
4030,21682.000000,217.780000,186.900000,262,35.600000,4474.000000,-0.065750,1.599050,
4030,21691.000000,217.760000,186.890000,262,35.700000,4476.000000,-0.065660,1.599930,
4020,21702.000000,217.780000,186.900000,262,35.900000,4478.000000,-0.065570,1.600850,
4010,21711.000000,217.780000,186.900000,261,36.100000,4480.000000,-0.065460,1.601870,
4010,21723.000000,217.780000,186.900000,261,36.200000,4482.000000,-0.065360,1.602910,
4000,21733.000000,217.920000,186.990000,260,36.300000,4484.000000,-0.065260,1.603880,
3990,21744.000000,218.010000,187.060000,260,36.400000,4486.000000,-0.065110,1.604780,
3990,21754.000000,218.030000,187.070000,259,36.500000,4488.000000,-0.064960,1.605690,
3980,21764.000000,218.090000,187.110000,259,36.600000,4490.000000,-0.064860,1.606650,
3970,21775.000000,218.110000,187.130000,259,36.600000,4492.000000,-0.064750,1.607690,
3970,21783.000000,218.210000,187.190000,259,36.600000,4494.000000,-0.064600,1.608750,
3960,21794.000000,218.190000,187.180000,258,36.500000,4496.000000,-0.064420,1.609720,
3960,21804.000000,218.150000,187.150000,258,36.500000,4498.000000,-0.064290,1.610630,
3950,21815.000000,218.110000,187.130000,258,36.400000,4500.000000,-0.064150,1.611590,
3940,21823.000000,218.050000,187.090000,258,36.400000,4502.000000,-0.063980,1.612650,
3940,21835.000000,218.050000,187.090000,258,36.300000,4504.000000,-0.063820,1.613700,
3930,21844.000000,218.010000,187.060000,258,36.300000,4506.000000,-0.063700,1.614640,
3920,21854.000000,217.990000,187.050000,258,36.200000,4508.000000,-0.063550,1.615530,
3920,21865.000000,218.110000,187.130000,258,36.100000,4510.000000,-0.063360,1.616470,
3910,21876.000000,218.190000,187.180000,258,36.000000,4512.000000,-0.063220,1.617470,
3910,21884.000000,218.250000,187.220000,258,35.900000,4514.000000,-0.063160,1.618440,
3900,21896.000000,218.210000,187.190000,259,35.700000,4516.000000,-0.063070,1.619370,
3890,21905.000000,218.170000,187.170000,259,35.600000,4518.000000,-0.062920,1.620270,
3890,21916.000000,218.090000,187.110000,259,35.500000,4520.000000,-0.062760,1.621160,
3880,21927.000000,218.030000,187.070000,259,35.400000,4522.000000,-0.062640,1.622090,
3870,21937.000000,217.980000,187.030000,259,35.200000,4524.000000,-0.062540,1.623080,
3870,21949.000000,217.880000,186.970000,260,35.100000,4526.000000,-0.062450,1.624080,
3860,21960.000000,217.780000,186.900000,260,34.900000,4528.000000,-0.062380,1.625030,
3850,21971.000000,217.680000,186.830000,260,34.700000,4530.000000,-0.062260,1.625930,
3850,21980.000000,217.610000,186.780000,260,34.600000,4532.000000,-0.062090,1.626800,
3840,21991.000000,217.530000,186.730000,260,34.400000,4534.000000,-0.061960,1.627670,
3840,22000.000000,217.430000,186.660000,260,34.300000,4536.000000,-0.061910,1.628600,
3830,22011.000000,217.320000,186.580000,260,34.100000,4538.000000,-0.061860,1.629660,
3820,22022.000000,217.240000,186.530000,260,33.900000,4540.000000,-0.061710,1.630720,
3820,22032.000000,217.160000,186.470000,260,33.800000,4542.000000,-0.061540,1.631620,
3810,22041.000000,217.090000,186.420000,261,33.600000,4544.000000,-0.061450,1.632360,
3800,22054.000000,217.010000,186.370000,261,33.400000,4546.000000,-0.061410,1.633160,
3800,22063.000000,216.920000,186.300000,261,33.200000,4548.000000,-0.061310,1.634110,
3790,22075.000000,216.840000,186.250000,261,33.000000,4550.000000,-0.061190,1.635100,
3780,22085.000000,216.780000,186.210000,261,32.700000,4552.000000,-0.061070,1.635990,
3780,22096.000000,216.740000,186.180000,262,32.400000,4554.000000,-0.060960,1.636780,
3770,22106.000000,216.670000,186.130000,262,32.100000,4556.000000,-0.060860,1.637560,
3770,22118.000000,216.550000,186.050000,262,31.800000,4558.000000,-0.060820,1.638380,
3760,22130.000000,216.460000,185.990000,263,31.500000,4560.000000,-0.060790,1.639300,
3750,22141.000000,216.370000,185.920000,263,31.200000,4562.000000,-0.060700,1.640250,
3740,22154.000000,216.350000,185.910000,263,31.000000,4564.000000,-0.060590,1.641090,
3740,22163.000000,216.310000,185.880000,263,30.800000,4566.000000,-0.060530,1.641820,
3730,22175.000000,216.270000,185.860000,264,30.700000,4568.000000,-0.060520,1.642610,
3730,22184.000000,216.290000,185.870000,264,30.600000,4570.000000,-0.060490,1.643490,
3720,22196.000000,216.350000,185.910000,264,30.500000,4572.000000,-0.060460,1.644360,
3710,22207.000000,216.520000,186.030000,265,30.500000,4574.000000,-0.060400,1.645160,
3710,22217.000000,216.590000,186.080000,265,30.400000,4576.000000,-0.060300,1.645920,
3700,22230.000000,216.840000,186.250000,265,30.400000,4578.000000,-0.060240,1.646690,
3690,22239.000000,217.150000,186.460000,266,30.300000,4580.000000,-0.060240,1.647470,
3690,22251.000000,217.220000,186.510000,266,30.300000,4582.000000,-0.060230,1.648280,
3680,22262.000000,217.650000,186.810000,266,30.300000,4584.000000,-0.060150,1.649110,
3670,22274.000000,217.990000,187.050000,266,30.300000,4586.000000,-0.060060,1.649870,
3670,22285.000000,218.270000,187.230000,267,30.400000,4588.000000,-0.060030,1.650650,
3660,22296.000000,218.520000,187.410000,267,30.400000,4590.000000,-0.060020,1.651520,
3660,22306.000000,218.840000,187.630000,267,30.600000,4592.000000,-0.060010,1.652430,
3650,22318.000000,219.140000,187.830000,267,30.700000,4594.000000,-0.060030,1.653260,
3640,22329.000000,219.250000,187.910000,267,30.900000,4596.000000,-0.060030,1.654030,
3640,22341.000000,219.330000,187.970000,267,31.100000,4598.000000,-0.059980,1.654840,
3630,22352.000000,219.520000,188.100000,267,31.300000,4600.000000,-0.059940,1.655720,
3620,22363.000000,219.700000,188.220000,267,31.600000,4602.000000,-0.059970,1.656600,
3620,22376.000000,219.880000,188.340000,267,31.700000,4604.000000,-0.059990,1.657460,
3610,22386.000000,219.980000,188.410000,267,31.900000,4606.000000,-0.059940,1.658320,
3610,22392.000000,219.980000,188.410000,267,32.100000,4608.000000,-0.059870,1.659110,
3600,22409.000000,219.960000,188.400000,267,32.300000,4610.000000,-0.059840,1.659890,
3590,22420.000000,219.940000,188.380000,267,32.400000,4612.000000,-0.059840,1.660810,
3590,22429.000000,219.960000,188.400000,267,32.500000,4614.000000,-0.059810,1.661820,
3580,22441.000000,219.960000,188.400000,266,32.800000,4616.000000,-0.059760,1.662720,
3570,22452.000000,219.960000,188.400000,266,32.900000,4618.000000,-0.059720,1.663500,
3570,22465.000000,219.960000,188.400000,266,33.100000,4620.000000,-0.059700,1.664330,
3560,22475.000000,219.960000,188.400000,266,33.300000,4622.000000,-0.059680,1.665280,
3550,22486.000000,219.920000,188.370000,266,33.600000,4624.000000,-0.059640,1.666250,
3550,22498.000000,219.900000,188.360000,266,33.800000,4626.000000,-0.059570,1.667180,
3540,22510.000000,219.860000,188.330000,266,33.900000,4628.000000,-0.059490,1.668120,
3540,22521.000000,219.820000,188.300000,266,34.100000,4630.000000,-0.059420,1.669030,
3530,22533.000000,219.800000,188.290000,266,34.400000,4632.000000,-0.059390,1.669860,
3520,22546.000000,219.760000,188.260000,266,34.600000,4634.000000,-0.059380,1.670720,
3520,22556.000000,219.660000,188.190000,266,34.800000,4636.000000,-0.059330,1.671730,
3510,22566.000000,219.600000,188.150000,266,35.000000,4638.000000,-0.059250,1.672790,
3500,22578.000000,219.500000,188.080000,265,35.200000,4640.000000,-0.059170,1.673730,
3500,22589.000000,219.410000,188.020000,265,35.400000,4642.000000,-0.059160,1.674580,
3490,22600.000000,219.350000,187.980000,265,35.500000,4644.000000,-0.059170,1.675500,
3490,22612.000000,219.250000,187.910000,265,35.700000,4646.000000,-0.059150,1.676500,
3480,22623.000000,219.160000,187.850000,265,35.900000,4648.000000,-0.059060,1.677480,
3470,22636.000000,219.080000,187.790000,265,36.100000,4650.000000,-0.058960,1.678460,
3470,22648.000000,219.020000,187.750000,266,36.100000,4652.000000,-0.058900,1.679490,
3460,22660.000000,218.980000,187.720000,266,36.300000,4654.000000,-0.058880,1.680490,
3450,22672.000000,218.900000,187.670000,266,36.400000,4656.000000,-0.058860,1.681430,
3450,22684.000000,218.820000,187.610000,266,36.400000,4658.000000,-0.058780,1.682430,
3440,22695.000000,218.940000,187.700000,266,36.400000,4660.000000,-0.058670,1.683510,
3430,22709.000000,219.000000,187.740000,266,36.500000,4662.000000,-0.058590,1.684530,
3430,22722.000000,219.100000,187.800000,266,36.600000,4664.000000,-0.058560,1.685450,
3420,22735.000000,219.080000,187.790000,267,36.500000,4666.000000,-0.058540,1.686400,
3410,22745.000000,219.040000,187.760000,267,36.500000,4668.000000,-0.058510,1.687440,
3410,22758.000000,219.040000,187.760000,268,36.500000,4670.000000,-0.058460,1.688460,
3400,22770.000000,219.040000,187.760000,268,36.400000,4672.000000,-0.058410,1.689410,
3390,22781.000000,219.020000,187.750000,268,36.300000,4674.000000,-0.058360,1.690380,
3390,22793.000000,218.940000,187.700000,269,36.300000,4676.000000,-0.058340,1.691350,
3380,22805.000000,218.860000,187.640000,269,36.300000,4678.000000,-0.058360,1.692270,
3380,22816.000000,218.800000,187.600000,269,36.200000,4680.000000,-0.058410,1.693220,
3370,22827.000000,218.780000,187.590000,270,36.100000,4682.000000,-0.058430,1.694290,
3360,22838.000000,218.760000,187.570000,270,36.100000,4684.000000,-0.058420,1.695390,
3360,22850.000000,218.680000,187.520000,270,36.000000,4686.000000,-0.058420,1.696340,
3350,22862.000000,218.620000,187.480000,270,35.800000,4688.000000,-0.058440,1.697200,
3350,22875.000000,218.540000,187.420000,270,35.700000,4690.000000,-0.058440,1.698140,
3340,22887.000000,218.440000,187.360000,271,35.700000,4692.000000,-0.058430,1.699160,
3330,22899.000000,218.390000,187.320000,271,35.600000,4694.000000,-0.058430,1.700170,
3330,22912.000000,218.270000,187.230000,271,35.400000,4696.000000,-0.058440,1.701170,
3320,22925.000000,218.130000,187.140000,271,35.300000,4698.000000,-0.058440,1.702150,
3310,22937.000000,218.030000,187.070000,271,35.200000,4700.000000,-0.058480,1.703050,
3310,22950.000000,217.900000,186.980000,271,35.000000,4702.000000,-0.058510,1.703960,
3300,22961.000000,217.840000,186.940000,271,34.800000,4704.000000,-0.058490,1.704950,
3290,22973.000000,217.720000,186.860000,271,34.700000,4706.000000,-0.058460,1.705930,
3290,22985.000000,217.610000,186.780000,271,34.600000,4708.000000,-0.058480,1.706810,
3280,22998.000000,217.530000,186.730000,272,34.400000,4710.000000,-0.058530,1.707690,
3280,23009.000000,217.430000,186.660000,272,34.300000,4712.000000,-0.058560,1.708650,
3270,23022.000000,217.360000,186.610000,272,34.100000,4714.000000,-0.058590,1.709600,
3260,23034.000000,217.240000,186.530000,273,34.000000,4716.000000,-0.058600,1.710520,
3260,23046.000000,217.110000,186.430000,273,33.900000,4718.000000,-0.058580,1.711460,
3250,23057.000000,217.030000,186.380000,274,33.800000,4720.000000,-0.058570,1.712410,
3240,23070.000000,216.970000,186.340000,274,33.700000,4722.000000,-0.058600,1.713270,
3240,23081.000000,216.990000,186.360000,275,33.700000,4724.000000,-0.058670,1.714070,
3230,23094.000000,216.940000,186.320000,275,33.700000,4726.000000,-0.058770,1.715000,
3230,23106.000000,216.900000,186.290000,276,33.700000,4728.000000,-0.058810,1.716020,
3220,23119.000000,216.840000,186.250000,276,33.700000,4730.000000,-0.058830,1.716960,
3210,23130.000000,216.800000,186.220000,277,33.700000,4732.000000,-0.058900,1.717780,
3210,23142.000000,216.780000,186.210000,277,33.600000,4734.000000,-0.059010,1.718610,
3200,23153.000000,216.800000,186.220000,278,33.700000,4736.000000,-0.059160,1.719530,
3200,23166.000000,216.880000,186.280000,278,33.800000,4738.000000,-0.059280,1.720450,
3190,23177.000000,216.940000,186.320000,279,33.900000,4740.000000,-0.059330,1.721350,
3180,23190.000000,216.940000,186.320000,280,33.900000,4742.000000,-0.059310,1.722250,
3180,23203.000000,216.900000,186.290000,280,34.000000,4744.000000,-0.059370,1.723190,
3170,23213.000000,216.820000,186.240000,280,34.000000,4746.000000,-0.059590,1.724120,
3170,23227.000000,216.760000,186.200000,281,34.000000,4748.000000,-0.059820,1.725030,
3160,23240.000000,216.690000,186.150000,281,34.000000,4750.000000,-0.059920,1.725940,
3150,23250.000000,216.610000,186.090000,281,34.100000,4752.000000,-0.059930,1.726840,
3150,23263.000000,216.550000,186.050000,282,34.100000,4754.000000,-0.060000,1.727700,
3140,23274.000000,216.480000,186.000000,282,34.100000,4756.000000,-0.060170,1.728610,
3140,23285.000000,216.400000,185.950000,283,34.000000,4758.000000,-0.060370,1.729600,
3130,23296.000000,216.420000,185.960000,283,34.000000,4760.000000,-0.060540,1.730580,
3120,23308.000000,216.520000,186.030000,284,33.900000,4762.000000,-0.060700,1.731450,
3120,23319.000000,216.570000,186.070000,284,33.800000,4764.000000,-0.060820,1.732260,
3110,23332.000000,216.540000,186.040000,284,33.700000,4766.000000,-0.060900,1.733120,
3110,23346.000000,216.520000,186.030000,284,33.600000,4768.000000,-0.061020,1.734050,
3100,23357.000000,216.460000,185.990000,284,33.400000,4770.000000,-0.061230,1.734960,
3090,23370.000000,216.500000,186.010000,285,33.200000,4772.000000,-0.061470,1.735820,
3090,23380.000000,216.710000,186.160000,285,33.000000,4774.000000,-0.061630,1.736660,
3080,23393.000000,216.740000,186.180000,284,32.900000,4776.000000,-0.061750,1.737490,
3080,23404.000000,216.710000,186.160000,284,32.900000,4778.000000,-0.061910,1.738320,
3070,23415.000000,216.650000,186.120000,284,32.800000,4780.000000,-0.062070,1.739240,
3070,23428.000000,216.570000,186.070000,284,32.800000,4782.000000,-0.062200,1.740180,
3060,23440.000000,216.570000,186.070000,284,32.800000,4784.000000,-0.062360,1.741030,
3060,23451.000000,216.630000,186.110000,284,32.700000,4786.000000,-0.062540,1.741780,
3050,23464.000000,216.610000,186.090000,284,32.700000,4788.000000,-0.062680,1.742540,
3040,23474.000000,216.570000,186.070000,283,32.700000,4790.000000,-0.062760,1.743400,
3040,23487.000000,216.550000,186.050000,283,32.700000,4792.000000,-0.062840,1.744300,
3030,23496.000000,216.540000,186.040000,283,32.700000,4794.000000,-0.062990,1.745160,
3030,23508.000000,216.480000,186.000000,282,32.700000,4796.000000,-0.063160,1.746040,
3020,23519.000000,216.400000,185.950000,282,32.700000,4798.000000,-0.063300,1.746940,
3020,23532.000000,216.330000,185.900000,281,32.800000,4800.000000,-0.063430,1.747810,
3010,23543.000000,216.250000,185.840000,281,32.900000,4802.000000,-0.063550,1.748650,
3010,23554.000000,216.180000,185.790000,281,33.000000,4804.000000,-0.063630,1.749530,
3000,23567.000000,216.100000,185.740000,280,33.200000,4806.000000,-0.063710,1.750450,
3000,23576.000000,216.010000,185.670000,280,33.400000,4808.000000,-0.063870,1.751300,
2990,23588.000000,215.930000,185.620000,280,33.500000,4810.000000,-0.064040,1.752130,
2980,23600.000000,215.880000,185.580000,279,33.600000,4812.000000,-0.064140,1.753040,
2980,23611.000000,215.880000,185.580000,279,33.800000,4814.000000,-0.064170,1.754000,
2970,23623.000000,215.840000,185.560000,278,33.900000,4816.000000,-0.064210,1.754890,
2970,23635.000000,215.890000,185.600000,278,34.100000,4818.000000,-0.064290,1.755750,
2960,23646.000000,215.930000,185.620000,278,34.300000,4820.000000,-0.064380,1.756650,
2960,23657.000000,215.910000,185.610000,277,34.400000,4822.000000,-0.064490,1.757570,
2950,23668.000000,215.950000,185.640000,277,34.500000,4824.000000,-0.064590,1.758500,
2950,23680.000000,215.930000,185.620000,277,34.500000,4826.000000,-0.064640,1.759480,
2940,23692.000000,215.930000,185.620000,276,34.500000,4828.000000,-0.064670,1.760460,
2940,23703.000000,215.910000,185.610000,276,34.600000,4830.000000,-0.064720,1.761340,
2930,23714.000000,215.890000,185.600000,276,34.800000,4832.000000,-0.064830,1.762210,
2930,23726.000000,215.890000,185.600000,276,34.900000,4834.000000,-0.064940,1.763230,
2920,23738.000000,215.890000,185.600000,276,35.000000,4836.000000,-0.064990,1.764340,
2910,23750.000000,215.970000,185.650000,276,35.200000,4838.000000,-0.065010,1.765340,
2910,23759.000000,216.120000,185.750000,276,35.300000,4840.000000,-0.065050,1.766220,
2910,23769.000000,216.250000,185.840000,276,35.400000,4842.000000,-0.065090,1.767070,
2900,23780.000000,216.310000,185.880000,275,35.600000,4844.000000,-0.065130,1.767950,
2890,23792.000000,216.310000,185.880000,275,35.800000,4846.000000,-0.065200,1.768850,
2890,23804.000000,216.350000,185.910000,275,35.900000,4848.000000,-0.065270,1.769810,
2880,23815.000000,216.590000,186.080000,275,36.100000,4850.000000,-0.065320,1.770850,
2880,23828.000000,216.990000,186.360000,275,36.300000,4852.000000,-0.065380,1.771830,
2870,23838.000000,217.410000,186.650000,275,36.500000,4854.000000,-0.065460,1.772720,
2870,23851.000000,217.550000,186.740000,275,36.700000,4856.000000,-0.065530,1.773670,
2860,23861.000000,217.700000,186.850000,275,36.900000,4858.000000,-0.065570,1.774730,
2860,23872.000000,217.760000,186.890000,275,37.300000,4860.000000,-0.065640,1.775780,
2850,23883.000000,217.840000,186.940000,274,37.700000,4862.000000,-0.065730,1.776730,
2850,23895.000000,217.920000,186.990000,274,38.000000,4864.000000,-0.065810,1.777690,
2840,23905.000000,218.030000,187.070000,274,38.300000,4866.000000,-0.065830,1.778760,
2840,23916.000000,218.070000,187.100000,274,38.700000,4868.000000,-0.065840,1.779880,
2830,23927.000000,218.110000,187.130000,274,38.900000,4870.000000,-0.065900,1.780940,
2830,23939.000000,218.170000,187.170000,274,39.200000,4872.000000,-0.065980,1.781970,
2820,23950.000000,218.230000,187.210000,274,39.500000,4874.000000,-0.066030,1.783030,
2820,23961.000000,218.190000,187.180000,273,39.800000,4876.000000,-0.066050,1.784080,
2810,23972.000000,218.170000,187.170000,273,40.100000,4878.000000,-0.066060,1.785150,
2810,23983.000000,218.170000,187.170000,273,40.300000,4880.000000,-0.066070,1.786300,
2800,23995.000000,218.170000,187.170000,273,40.500000,4882.000000,-0.066120,1.787440,
2800,24006.000000,218.190000,187.180000,273,40.700000,4884.000000,-0.066170,1.788490,
2790,24019.000000,218.150000,187.150000,272,40.900000,4886.000000,-0.066220,1.789560,
2790,24028.000000,218.130000,187.140000,272,41.000000,4888.000000,-0.066240,1.790720,
2780,24040.000000,218.110000,187.130000,272,41.100000,4890.000000,-0.066250,1.791880,
2780,24046.000000,218.110000,187.130000,272,41.100000,4892.000000,-0.066270,1.792990,
2770,24063.000000,218.110000,187.130000,272,41.100000,4894.000000,-0.066330,1.794120,
2770,24074.000000,218.090000,187.110000,272,41.100000,4896.000000,-0.066400,1.795240,
2770,24084.000000,218.070000,187.100000,272,41.100000,4898.000000,-0.066430,1.796310,
2760,24095.000000,218.070000,187.100000,272,41.100000,4900.000000,-0.066420,1.797430,
2760,24104.000000,218.050000,187.090000,272,41.000000,4902.000000,-0.066390,1.798660,
2750,24115.000000,218.090000,187.110000,272,41.000000,4904.000000,-0.066400,1.799880,
2750,24124.000000,218.130000,187.140000,272,40.900000,4906.000000,-0.066450,1.800920,
2740,24134.000000,218.150000,187.150000,272,40.800000,4908.000000,-0.066510,1.801900,
2740,24145.000000,218.210000,187.190000,271,40.600000,4910.000000,-0.066530,1.803000,
2740,24155.000000,218.230000,187.210000,271,40.500000,4912.000000,-0.066540,1.804200,
2730,24166.000000,218.250000,187.220000,271,40.400000,4914.000000,-0.066560,1.805320,
2730,24173.000000,218.230000,187.210000,271,40.300000,4916.000000,-0.066570,1.806360,
2720,24184.000000,218.190000,187.180000,271,40.100000,4918.000000,-0.066560,1.807410,
2720,24193.000000,218.170000,187.170000,271,40.000000,4920.000000,-0.066550,1.808530,
2710,24203.000000,218.130000,187.140000,271,39.800000,4922.000000,-0.066590,1.809610,
2710,24212.000000,218.070000,187.100000,271,39.600000,4924.000000,-0.066660,1.810660,
2710,24223.000000,217.980000,187.030000,270,39.400000,4926.000000,-0.066670,1.811770,
2700,24232.000000,217.900000,186.980000,270,39.200000,4928.000000,-0.066620,1.812900,
2700,24242.000000,217.840000,186.940000,270,39.000000,4930.000000,-0.066590,1.813920,
2690,24250.000000,217.780000,186.900000,270,38.900000,4932.000000,-0.066620,1.814850,
2690,24261.000000,217.720000,186.860000,269,38.700000,4934.000000,-0.066680,1.815880,
2690,24270.000000,217.670000,186.820000,269,38.500000,4936.000000,-0.066710,1.817050,
2680,24281.000000,217.610000,186.780000,269,38.300000,4938.000000,-0.066650,1.818190,
2680,24289.000000,217.550000,186.740000,269,38.200000,4940.000000,-0.066590,1.819190,
2670,24299.000000,217.510000,186.710000,269,38.200000,4942.000000,-0.066570,1.820150,
2670,24308.000000,217.470000,186.690000,269,38.000000,4944.000000,-0.066570,1.821160,
2670,24318.000000,217.400000,186.630000,269,37.900000,4946.000000,-0.066590,1.822190,
2660,24326.000000,217.340000,186.590000,269,37.800000,4948.000000,-0.066570,1.823240,
2660,24335.000000,217.320000,186.580000,269,37.800000,4950.000000,-0.066460,1.824310,
