numer_sta,date,rs_type,rs_comp,sasa,equip,ht_sta_mer,ht_baro_mer,ht_sond_mer,ht_sta_qual,vertical_sig,nbas,bbas,cl,cm,ch,tmer,nb_niv,nb_cis,
07145,20221226231546,177,4,8,7,168.000000,168.000000,168.000000,999999.000000,999999,999999,999999,999999,999999,999999,999999.000000,3479,3,
p_niv,altitude,t,td,dd,ff,dur_dep,dep_lat,dep_lon,
100650,168.000000,277.650000,277.650000,238,7.800000,0.000000,0.000000,0.000000,
100590,173.000000,277.650000,277.650000,239,7.800000,2.000000,0.000010,0.000020,
100540,177.000000,277.640000,277.640000,240,7.800000,4.000000,0.000080,0.000070,
100370,191.000000,277.550000,277.550000,245,8.100000,10.000000,0.000340,0.000200,
100210,203.000000,277.480000,277.480000,247,8.300000,12.000000,0.000460,0.000390,
100070,215.000000,277.980000,277.350000,247,8.500000,14.000000,0.000500,0.000630,
100000,221.000000,278.350000,277.100000,248,8.700000,16.000000,0.000550,0.000960,
99810,236.000000,278.350000,276.900000,249,8.900000,18.000000,0.000650,0.001180,
99710,244.000000,278.620000,276.710000,249,9.000000,20.000000,0.000790,0.001330,
99590,254.000000,278.940000,276.610000,250,9.300000,22.000000,0.000880,0.001670,
99480,264.000000,279.510000,276.100000,251,9.600000,24.000000,0.000960,0.002110,
99330,276.000000,279.700000,276.330000,253,10.100000,26.000000,0.000990,0.002460,
99250,283.000000,279.860000,276.430000,254,10.500000,28.000000,0.000940,0.002710,
99140,291.000000,279.810000,276.300000,255,11.000000,30.000000,0.000900,0.003010,
99040,300.000000,279.720000,276.150000,256,11.300000,32.000000,0.000910,0.003390,
98900,312.000000,279.630000,276.020000,257,11.600000,34.000000,0.000980,0.003790,
98770,323.000000,279.540000,275.900000,258,11.800000,36.000000,0.001110,0.004120,
98630,334.000000,279.490000,275.790000,260,12.000000,38.000000,0.001190,0.004310,
98520,343.000000,279.420000,275.720000,261,12.100000,40.000000,0.001160,0.004560,
98400,353.000000,279.370000,275.650000,262,12.200000,42.000000,0.001130,0.004990,
98280,363.000000,279.310000,275.580000,263,12.300000,44.000000,0.001230,0.005370,
98140,375.000000,279.210000,275.490000,263,12.300000,46.000000,0.001330,0.005580,
97990,387.000000,279.170000,275.420000,263,12.300000,48.000000,0.001320,0.005870,
97880,397.000000,279.050000,275.380000,263,12.400000,50.000000,0.001340,0.006330,
97770,406.000000,278.940000,275.330000,264,12.400000,52.000000,0.001440,0.006730,
97650,416.000000,278.870000,275.270000,264,12.500000,54.000000,0.001530,0.006960,
97510,428.000000,278.760000,275.230000,265,12.600000,56.000000,0.001510,0.007170,
97360,440.000000,278.660000,275.170000,266,12.800000,58.000000,0.001430,0.007560,
97210,453.000000,278.710000,275.070000,266,13.000000,60.000000,0.001400,0.008060,
97080,463.000000,278.640000,275.020000,267,13.200000,62.000000,0.001450,0.008490,
96940,475.000000,278.550000,274.990000,267,13.300000,64.000000,0.001530,0.008790,
96820,486.000000,278.460000,274.950000,268,13.400000,66.000000,0.001520,0.009010,
96710,495.000000,278.410000,274.970000,268,13.600000,68.000000,0.001420,0.009330,
96590,505.000000,278.350000,274.950000,268,13.600000,70.000000,0.001360,0.009800,
96470,515.000000,278.250000,274.880000,269,13.700000,72.000000,0.001420,0.010260,
96320,527.000000,278.140000,274.810000,269,13.700000,74.000000,0.001500,0.010560,
96180,540.000000,278.000000,274.680000,270,13.800000,76.000000,0.001500,0.010860,
96010,554.000000,277.890000,274.610000,269,13.900000,78.000000,0.001440,0.011300,
95880,565.000000,277.780000,274.570000,269,14.000000,80.000000,0.001450,0.011770,
95750,576.000000,277.690000,274.570000,269,14.100000,82.000000,0.001540,0.012200,
95620,587.000000,277.600000,274.560000,269,14.200000,84.000000,0.001590,0.012550,
95520,596.000000,277.510000,274.550000,270,14.200000,86.000000,0.001520,0.012920,
95400,606.000000,277.390000,274.550000,270,14.200000,88.000000,0.001470,0.013370,
95280,616.000000,277.300000,274.570000,271,14.200000,90.000000,0.001520,0.013780,
95180,625.000000,277.230000,274.600000,272,14.100000,92.000000,0.001580,0.014050,
95060,635.000000,277.170000,274.610000,272,14.000000,94.000000,0.001530,0.014320,
95000,640.000000,277.080000,274.640000,272,13.900000,96.000000,0.001430,0.014750,
94840,654.000000,276.990000,274.600000,272,13.800000,98.000000,0.001430,0.015280,
94720,664.000000,276.890000,274.560000,272,13.800000,100.000000,0.001500,0.015700,
94560,678.000000,276.800000,274.490000,272,13.700000,102.000000,0.001560,0.015970,
94420,690.000000,276.710000,274.350000,272,13.500000,104.000000,0.001530,0.016340,
94320,699.000000,276.650000,274.310000,272,13.400000,106.000000,0.001460,0.016840,
94220,708.000000,276.560000,274.270000,273,13.300000,108.000000,0.001390,0.017300,
94120,716.000000,276.490000,274.220000,273,13.300000,110.000000,0.001320,0.017630,
94040,723.000000,276.420000,274.170000,273,13.400000,112.000000,0.001280,0.017870,
93930,732.000000,276.350000,274.150000,272,13.400000,114.000000,0.001260,0.018130,
93800,743.000000,276.220000,274.070000,272,13.500000,116.000000,0.001270,0.018430,
93660,756.000000,276.130000,274.030000,272,13.600000,118.000000,0.001330,0.018770,
93530,767.000000,276.010000,273.970000,272,13.600000,120.000000,0.001400,0.019240,
93400,778.000000,275.950000,273.960000,272,13.500000,122.000000,0.001420,0.019700,
93300,787.000000,275.830000,273.900000,272,13.400000,124.000000,0.001390,0.020010,
93200,796.000000,275.770000,273.900000,271,13.500000,126.000000,0.001370,0.020230,
93090,805.000000,275.680000,273.870000,270,13.600000,128.000000,0.001350,0.020480,
92940,818.000000,275.570000,273.810000,269,13.700000,130.000000,0.001310,0.020830,
92820,829.000000,275.450000,273.770000,268,13.800000,132.000000,0.001270,0.021330,
92690,839.000000,275.360000,273.760000,268,13.800000,134.000000,0.001300,0.021840,
92500,856.000000,275.230000,273.710000,268,13.800000,136.000000,0.001390,0.022210,
92410,864.000000,275.160000,273.680000,268,13.800000,138.000000,0.001410,0.022510,
92280,875.000000,275.070000,273.550000,268,13.800000,140.000000,0.001340,0.022900,
92150,887.000000,275.000000,273.480000,268,13.700000,142.000000,0.001300,0.023310,
92060,895.000000,274.930000,273.380000,268,13.800000,144.000000,0.001370,0.023650,
92000,900.000000,274.870000,273.340000,268,13.800000,146.000000,0.001460,0.024020,
91880,911.000000,274.800000,273.320000,268,13.800000,148.000000,0.001500,0.024480,
91800,918.000000,274.730000,273.290000,268,13.700000,150.000000,0.001500,0.024950,
91690,927.000000,274.620000,273.190000,269,13.500000,152.000000,0.001530,0.025380,
91580,937.000000,274.550000,273.130000,270,13.300000,154.000000,0.001570,0.025720,
91460,948.000000,274.440000,273.020000,270,13.200000,156.000000,0.001600,0.025970,
91310,961.000000,274.370000,272.900000,271,13.000000,158.000000,0.001540,0.026220,
91170,973.000000,274.280000,272.800000,272,13.000000,160.000000,0.001470,0.026600,
91070,982.000000,274.190000,272.740000,272,12.900000,162.000000,0.001500,0.027080,
90940,993.000000,274.080000,272.680000,273,12.800000,164.000000,0.001570,0.027430,
90800,1005.000000,273.970000,272.610000,274,12.600000,166.000000,0.001560,0.027640,
90630,1021.000000,273.840000,272.530000,275,12.400000,168.000000,0.001460,0.027910,
90460,1036.000000,273.720000,272.460000,275,12.300000,170.000000,0.001380,0.028300,
90310,1049.000000,273.660000,272.360000,276,12.200000,172.000000,0.001340,0.028680,
90210,1059.000000,273.570000,272.310000,277,12.100000,174.000000,0.001280,0.028900,
90070,1071.000000,273.480000,272.270000,278,12.100000,176.000000,0.001220,0.029150,
90000,1077.000000,273.430000,272.280000,278,12.000000,178.000000,0.001190,0.029560,
89880,1088.000000,273.370000,272.210000,278,12.000000,180.000000,0.001220,0.030050,
89720,1102.000000,273.250000,272.060000,278,11.800000,182.000000,0.001290,0.030430,
89580,1115.000000,273.190000,271.980000,278,11.800000,184.000000,0.001280,0.030670,
89470,1124.000000,273.140000,271.890000,277,11.800000,186.000000,0.001170,0.030910,
89350,1135.000000,273.100000,271.790000,277,11.800000,188.000000,0.001090,0.031150,
89200,1149.000000,273.080000,271.670000,277,11.800000,190.000000,0.001120,0.031440,
89090,1159.000000,273.080000,271.590000,278,11.800000,192.000000,0.001170,0.031830,
88970,1169.000000,272.990000,271.470000,278,11.600000,194.000000,0.001120,0.032280,
88850,1180.000000,272.920000,271.400000,279,11.500000,196.000000,0.001000,0.032620,
88740,1190.000000,272.830000,271.330000,279,11.400000,198.000000,0.000920,0.032790,
88610,1202.000000,272.790000,271.160000,280,11.300000,200.000000,0.000930,0.032970,
88530,1209.000000,272.830000,270.990000,280,11.200000,202.000000,0.001000,0.033260,
88410,1220.000000,272.740000,270.850000,281,11.300000,204.000000,0.001050,0.033620,
88280,1231.000000,272.650000,270.700000,281,11.200000,206.000000,0.001020,0.034030,
88150,1243.000000,272.580000,270.570000,282,11.200000,208.000000,0.000880,0.034390,
87980,1259.000000,272.610000,270.400000,283,11.100000,210.000000,0.000730,0.034660,
87800,1275.000000,272.610000,270.320000,284,11.000000,212.000000,0.000640,0.034900,
87700,1285.000000,272.540000,270.300000,284,11.100000,214.000000,0.000630,0.035140,
87600,1293.000000,272.500000,270.090000,285,11.300000,216.000000,0.000680,0.035400,
87470,1305.000000,272.430000,269.690000,286,11.400000,218.000000,0.000680,0.035780,
87360,1316.000000,272.470000,269.410000,286,11.500000,220.000000,0.000580,0.036180,
87250,1326.000000,272.450000,269.350000,287,11.500000,222.000000,0.000430,0.036440,
87130,1336.000000,272.430000,269.300000,287,11.600000,224.000000,0.000370,0.036590,
87010,1348.000000,272.340000,269.220000,287,11.600000,226.000000,0.000380,0.036800,
86860,1361.000000,272.270000,269.140000,287,11.600000,228.000000,0.000330,0.037110,
86710,1375.000000,272.160000,269.000000,287,11.700000,230.000000,0.000210,0.037430,
86590,1386.000000,272.050000,268.920000,287,11.800000,232.000000,0.000090,0.037720,
86460,1398.000000,271.960000,268.860000,287,11.800000,234.000000,-0.000020,0.038070,
86360,1407.000000,271.920000,268.460000,288,11.900000,236.000000,-0.000040,0.038470,
86220,1420.000000,271.870000,267.610000,288,12.100000,238.000000,0.000010,0.038820,
86090,1432.000000,271.780000,267.840000,288,12.200000,240.000000,-0.000010,0.039060,
85990,1441.000000,271.690000,268.310000,289,12.300000,242.000000,-0.000140,0.039320,
85900,1450.000000,271.600000,268.570000,289,12.300000,244.000000,-0.000280,0.039710,
85790,1460.000000,271.540000,268.720000,290,12.400000,246.000000,-0.000360,0.040140,
85660,1472.000000,271.490000,268.560000,290,12.400000,248.000000,-0.000430,0.040460,
85520,1485.000000,271.430000,268.420000,290,12.300000,250.000000,-0.000500,0.040640,
85400,1496.000000,271.470000,268.310000,290,12.200000,252.000000,-0.000500,0.040890,
85280,1507.000000,271.380000,268.170000,291,12.200000,254.000000,-0.000500,0.041290,
85170,1518.000000,271.490000,268.050000,290,12.100000,256.000000,-0.000600,0.041730,
85000,1534.000000,271.380000,267.890000,291,12.000000,258.000000,-0.000760,0.042040,
84850,1548.000000,271.290000,267.740000,291,11.800000,260.000000,-0.000890,0.042260,
84770,1556.000000,271.250000,267.670000,291,11.600000,262.000000,-0.000980,0.042470,
84650,1566.000000,271.160000,267.580000,290,11.600000,264.000000,-0.001090,0.042690,
84520,1579.000000,271.030000,267.450000,290,11.400000,266.000000,-0.001220,0.043040,
84370,1593.000000,270.960000,267.390000,290,11.200000,268.000000,-0.001300,0.043500,
84240,1605.000000,270.890000,267.300000,290,11.100000,270.000000,-0.001300,0.043850,
84130,1615.000000,270.870000,267.250000,290,11.100000,272.000000,-0.001300,0.044000,
84020,1626.000000,270.830000,267.120000,290,11.000000,274.000000,-0.001400,0.044160,
83910,1636.000000,270.780000,266.990000,289,11.100000,276.000000,-0.001540,0.044490,
83790,1647.000000,270.740000,266.810000,288,11.100000,278.000000,-0.001590,0.044920,
83680,1658.000000,270.710000,266.660000,287,11.000000,280.000000,-0.001570,0.045210,
83580,1668.000000,270.600000,266.520000,287,10.900000,282.000000,-0.001590,0.045330,
83450,1680.000000,270.510000,266.440000,286,10.800000,284.000000,-0.001710,0.045490,
83320,1692.000000,270.400000,266.380000,285,10.600000,286.000000,-0.001770,0.045820,
83160,1707.000000,270.230000,266.310000,285,10.500000,288.000000,-0.001750,0.046170,
83000,1723.000000,270.110000,266.270000,285,10.400000,290.000000,-0.001750,0.046430,
82880,1734.000000,270.000000,266.240000,285,10.300000,292.000000,-0.001860,0.046720,
82800,1742.000000,269.960000,266.240000,284,10.400000,294.000000,-0.001990,0.047110,
82660,1755.000000,269.850000,266.180000,284,10.300000,296.000000,-0.002030,0.047520,
82540,1767.000000,269.760000,266.140000,284,10.300000,298.000000,-0.002030,0.047800,
82460,1774.000000,269.670000,266.120000,284,10.200000,300.000000,-0.002090,0.047910,
82370,1783.000000,269.580000,266.090000,283,10.100000,302.000000,-0.002160,0.048030,
82250,1795.000000,269.490000,266.050000,283,10.000000,304.000000,-0.002170,0.048240,
82120,1807.000000,269.450000,265.920000,282,9.800000,306.000000,-0.002140,0.048610,
81980,1820.000000,269.380000,265.730000,281,9.400000,308.000000,-0.002170,0.049000,
81870,1831.000000,269.310000,265.570000,281,9.100000,310.000000,-0.002310,0.049270,
81740,1844.000000,269.200000,265.440000,280,8.900000,312.000000,-0.002420,0.049410,
81630,1854.000000,269.110000,265.290000,279,8.700000,314.000000,-0.002410,0.049610,
81520,1864.000000,269.050000,265.200000,278,8.600000,316.000000,-0.002350,0.049970,
81430,1874.000000,268.980000,265.010000,277,8.600000,318.000000,-0.002390,0.050300,
81340,1882.000000,269.000000,264.700000,276,8.700000,320.000000,-0.002490,0.050510,
81260,1890.000000,269.050000,264.270000,276,8.900000,322.000000,-0.002550,0.050630,
81170,1899.000000,268.980000,264.050000,275,8.900000,324.000000,-0.002520,0.050800,
81090,1907.000000,268.910000,263.930000,276,8.900000,326.000000,-0.002460,0.051050,
81000,1915.000000,268.820000,263.840000,276,8.800000,328.000000,-0.002410,0.051330,
80900,1925.000000,268.730000,263.730000,276,8.800000,330.000000,-0.002410,0.051550,
80810,1934.000000,268.670000,263.640000,276,8.900000,332.000000,-0.002450,0.051710,
80720,1943.000000,268.620000,263.600000,276,9.000000,334.000000,-0.002520,0.051850,
80620,1953.000000,268.580000,263.560000,276,9.100000,336.000000,-0.002560,0.052030,
80500,1964.000000,268.490000,263.370000,276,9.200000,338.000000,-0.002510,0.052240,
80390,1975.000000,268.420000,263.090000,277,9.300000,340.000000,-0.002430,0.052510,
80270,1987.000000,268.310000,262.960000,278,9.300000,342.000000,-0.002400,0.052890,
80140,1999.000000,268.180000,262.870000,279,9.200000,344.000000,-0.002440,0.053220,
80000,2013.000000,268.090000,262.860000,278,9.300000,346.000000,-0.002500,0.053440,
79930,2020.000000,267.930000,262.810000,278,9.400000,348.000000,-0.002580,0.053660,
79790,2034.000000,267.840000,262.720000,278,9.600000,350.000000,-0.002650,0.053940,
79690,2043.000000,267.750000,262.620000,278,9.700000,352.000000,-0.002700,0.054280,
79600,2052.000000,267.680000,262.510000,278,9.700000,354.000000,-0.002720,0.054670,
79480,2064.000000,267.590000,262.390000,278,9.700000,356.000000,-0.002770,0.055010,
79370,2075.000000,267.470000,262.320000,279,9.600000,358.000000,-0.002860,0.055250,
79240,2088.000000,267.360000,262.230000,280,9.500000,360.000000,-0.002910,0.055360,
79120,2100.000000,267.230000,262.150000,280,9.400000,362.000000,-0.002940,0.055540,
79000,2112.000000,267.140000,262.140000,280,9.300000,364.000000,-0.002970,0.055780,
78900,2122.000000,267.020000,262.100000,280,9.200000,366.000000,-0.002950,0.056010,
78800,2131.000000,266.950000,261.990000,279,9.100000,368.000000,-0.002880,0.056270,
78670,2144.000000,266.890000,261.650000,279,8.900000,370.000000,-0.002870,0.056600,
78570,2154.000000,266.820000,261.380000,279,8.700000,372.000000,-0.002910,0.056890,
78450,2166.000000,266.700000,261.190000,278,8.600000,374.000000,-0.002930,0.057040,
78350,2176.000000,266.610000,260.970000,277,8.600000,376.000000,-0.002940,0.057110,
78230,2188.000000,266.500000,260.800000,277,8.700000,378.000000,-0.003030,0.057290,
78120,2199.000000,266.410000,260.630000,276,8.800000,380.000000,-0.003110,0.057640,
78030,2208.000000,266.340000,260.380000,277,8.900000,382.000000,-0.003100,0.058010,
77940,2217.000000,266.270000,260.090000,278,8.900000,384.000000,-0.003020,0.058250,
77840,2227.000000,266.200000,260.000000,279,8.800000,386.000000,-0.003010,0.058350,
77730,2238.000000,266.110000,259.830000,280,8.700000,388.000000,-0.003110,0.058470,
77600,2251.000000,266.000000,259.660000,280,8.800000,390.000000,-0.003220,0.058770,
77490,2263.000000,265.950000,258.830000,280,8.800000,392.000000,-0.003250,0.059110,
77390,2272.000000,265.910000,258.190000,279,8.900000,394.000000,-0.003200,0.059290,
77300,2281.000000,265.910000,257.800000,279,9.000000,396.000000,-0.003140,0.059450,
77190,2293.000000,265.840000,258.690000,278,9.000000,398.000000,-0.003140,0.059750,
77110,2300.000000,265.800000,258.930000,278,9.100000,400.000000,-0.003200,0.060130,
77000,2311.000000,265.700000,258.870000,278,9.000000,402.000000,-0.003330,0.060450,
76890,2322.000000,265.590000,258.750000,278,9.000000,404.000000,-0.003410,0.060590,
76780,2334.000000,265.480000,259.160000,278,9.100000,406.000000,-0.003410,0.060660,
76640,2348.000000,265.340000,259.310000,279,9.100000,408.000000,-0.003400,0.060870,
76520,2361.000000,265.270000,259.220000,279,9.100000,410.000000,-0.003430,0.061220,
76470,2366.000000,265.180000,258.870000,279,9.100000,412.000000,-0.003460,0.061500,
76300,2383.000000,265.160000,258.340000,279,9.100000,414.000000,-0.003460,0.061700,
76180,2395.000000,265.090000,258.730000,277,9.100000,416.000000,-0.003470,0.062000,
76070,2406.000000,265.040000,259.660000,276,9.200000,418.000000,-0.003450,0.062350,
75960,2417.000000,264.930000,260.250000,275,9.300000,420.000000,-0.003420,0.062570,
75850,2428.000000,264.860000,260.530000,274,9.300000,422.000000,-0.003460,0.062660,
75730,2441.000000,264.840000,260.150000,273,9.400000,424.000000,-0.003570,0.062880,
75610,2454.000000,264.770000,259.720000,272,9.500000,426.000000,-0.003640,0.063240,
75470,2467.000000,264.680000,259.420000,273,9.400000,428.000000,-0.003660,0.063480,
75370,2478.000000,264.580000,259.370000,272,9.400000,430.000000,-0.003680,0.063590,
75270,2488.000000,264.520000,259.080000,272,9.300000,432.000000,-0.003680,0.063830,
75210,2495.000000,264.560000,258.540000,271,9.400000,434.000000,-0.003650,0.064220,
75120,2503.000000,264.610000,258.160000,271,9.600000,436.000000,-0.003600,0.064610,
75000,2516.000000,264.630000,257.650000,270,9.800000,438.000000,-0.003530,0.064900,
74890,2528.000000,264.630000,257.350000,270,10.000000,440.000000,-0.003480,0.065090,
74810,2536.000000,264.610000,257.190000,270,10.200000,442.000000,-0.003510,0.065240,
74700,2547.000000,264.470000,257.060000,269,10.300000,444.000000,-0.003610,0.065490,
74600,2557.000000,264.290000,256.960000,268,10.500000,446.000000,-0.003650,0.065860,
74510,2567.000000,264.130000,256.930000,267,10.600000,448.000000,-0.003560,0.066210,
74410,2577.000000,264.080000,256.870000,266,10.800000,450.000000,-0.003510,0.066420,
74350,2584.000000,264.010000,256.910000,265,11.000000,452.000000,-0.003540,0.066570,
74260,2593.000000,263.940000,256.890000,264,11.100000,454.000000,-0.003560,0.066770,
74170,2602.000000,263.990000,256.860000,264,11.200000,456.000000,-0.003500,0.067060,
74090,2610.000000,264.130000,256.800000,265,11.200000,458.000000,-0.003410,0.067470,
73990,2621.000000,264.060000,256.670000,265,11.300000,460.000000,-0.003400,0.067950,
73900,2630.000000,264.060000,257.050000,265,11.500000,462.000000,-0.003460,0.068360,
73810,2640.000000,263.960000,257.250000,266,11.700000,464.000000,-0.003560,0.068640,
73700,2652.000000,263.870000,257.310000,266,11.900000,466.000000,-0.003570,0.068850,
73580,2664.000000,263.800000,257.440000,266,12.200000,468.000000,-0.003460,0.069100,
73470,2675.000000,263.780000,257.650000,267,12.500000,470.000000,-0.003340,0.069440,
73400,2682.000000,263.710000,257.740000,267,12.800000,472.000000,-0.003270,0.069900,
73320,2691.000000,263.670000,257.790000,268,13.000000,474.000000,-0.003210,0.070380,
73220,2702.000000,263.640000,257.850000,268,13.300000,476.000000,-0.003160,0.070720,
73130,2711.000000,263.600000,257.870000,268,13.500000,478.000000,-0.003140,0.070910,
73020,2723.000000,263.640000,258.010000,269,13.700000,480.000000,-0.003210,0.071170,
72900,2736.000000,263.710000,258.790000,269,13.900000,482.000000,-0.003280,0.071630,
72770,2749.000000,263.730000,259.390000,270,14.000000,484.000000,-0.003220,0.072140,
72670,2760.000000,263.690000,259.510000,270,14.200000,486.000000,-0.003150,0.072470,
72580,2769.000000,263.640000,259.520000,271,14.200000,488.000000,-0.003200,0.072710,
72510,2778.000000,263.690000,258.960000,273,14.200000,490.000000,-0.003330,0.073080,
72410,2788.000000,263.870000,256.990000,274,14.300000,492.000000,-0.003390,0.073610,
72320,2797.000000,263.920000,255.220000,275,14.500000,494.000000,-0.003350,0.074110,
72230,2807.000000,263.920000,253.890000,276,14.600000,496.000000,-0.003270,0.074490,
72110,2820.000000,263.930000,253.100000,277,14.800000,498.000000,-0.003240,0.074890,
72030,2829.000000,263.920000,252.230000,278,15.000000,500.000000,-0.003330,0.075390,
71900,2842.000000,263.940000,251.240000,278,15.200000,502.000000,-0.003480,0.075850,
71790,2855.000000,263.910000,250.220000,278,15.300000,504.000000,-0.003540,0.076220,
71700,2864.000000,263.890000,249.430000,279,15.300000,506.000000,-0.003480,0.076550,
71600,2874.000000,263.820000,248.740000,279,15.500000,508.000000,-0.003420,0.076880,
71500,2885.000000,263.780000,247.940000,280,15.600000,510.000000,-0.003500,0.077200,
71430,2893.000000,263.720000,246.980000,280,15.700000,512.000000,-0.003660,0.077590,
71340,2902.000000,263.670000,246.140000,281,15.700000,514.000000,-0.003790,0.078080,
71240,2913.000000,263.600000,245.520000,282,15.600000,516.000000,-0.003820,0.078620,
71150,2924.000000,263.530000,245.090000,282,15.600000,518.000000,-0.003780,0.079040,
71060,2933.000000,263.440000,244.780000,283,15.500000,520.000000,-0.003810,0.079320,
70980,2942.000000,263.340000,244.570000,283,15.500000,522.000000,-0.003950,0.079650,
70910,2949.000000,263.260000,244.340000,284,15.400000,524.000000,-0.004090,0.080150,
70820,2959.000000,263.180000,243.690000,284,15.300000,526.000000,-0.004130,0.080700,
70680,2974.000000,263.090000,242.680000,284,15.300000,528.000000,-0.004120,0.081170,
70550,2989.000000,263.020000,241.950000,284,15.200000,530.000000,-0.004180,0.081560,
70430,3002.000000,262.920000,241.490000,284,15.100000,532.000000,-0.004280,0.082020,
70350,3010.000000,262.810000,240.990000,284,14.900000,534.000000,-0.004390,0.082530,
70250,3021.000000,262.700000,240.190000,284,14.800000,536.000000,-0.004510,0.082960,
70150,3032.000000,262.620000,239.010000,284,14.600000,538.000000,-0.004580,0.083220,
70050,3043.000000,262.530000,237.700000,284,14.400000,540.000000,-0.004600,0.083510,
70000,3049.000000,262.450000,236.680000,283,14.200000,542.000000,-0.004660,0.083950,
69890,3060.000000,262.370000,235.980000,283,14.100000,544.000000,-0.004800,0.084410,
69790,3072.000000,262.300000,235.560000,283,14.000000,546.000000,-0.004920,0.084720,
69710,3080.000000,262.230000,235.450000,284,13.900000,548.000000,-0.004940,0.084950,
69610,3092.000000,262.180000,235.510000,284,13.900000,550.000000,-0.004890,0.085250,
69510,3102.000000,262.110000,235.550000,283,13.900000,552.000000,-0.004920,0.085650,
69410,3114.000000,262.040000,235.500000,282,13.900000,554.000000,-0.005050,0.086070,
69310,3124.000000,262.000000,235.410000,281,13.900000,556.000000,-0.005170,0.086390,
69230,3133.000000,261.950000,235.300000,279,13.800000,558.000000,-0.005150,0.086630,
69110,3147.000000,261.870000,235.190000,277,13.900000,560.000000,-0.005080,0.086940,
68960,3163.000000,261.790000,235.100000,275,14.000000,562.000000,-0.005050,0.087370,
68880,3172.000000,261.730000,235.040000,274,14.200000,564.000000,-0.005130,0.087830,
68820,3178.000000,261.660000,234.960000,274,14.400000,566.000000,-0.005290,0.088230,
68740,3187.000000,261.580000,234.830000,274,14.500000,568.000000,-0.005430,0.088550,
68660,3196.000000,261.540000,234.680000,274,14.600000,570.000000,-0.005520,0.088910,
68560,3208.000000,261.500000,234.510000,274,14.600000,572.000000,-0.005540,0.089390,
68490,3215.000000,261.440000,234.320000,274,14.600000,574.000000,-0.005500,0.089900,
68410,3225.000000,261.390000,234.040000,273,14.700000,576.000000,-0.005440,0.090340,
68340,3233.000000,261.350000,233.660000,272,14.800000,578.000000,-0.005370,0.090690,
68260,3241.000000,261.350000,233.300000,272,15.000000,580.000000,-0.005320,0.091020,
68190,3250.000000,261.330000,232.970000,272,15.200000,582.000000,-0.005260,0.091380,
68100,3259.000000,261.280000,232.640000,271,15.500000,584.000000,-0.005200,0.091830,
68000,3271.000000,261.250000,232.300000,271,15.600000,586.000000,-0.005170,0.092340,
67890,3283.000000,261.230000,231.940000,270,15.700000,588.000000,-0.005210,0.092850,
67780,3295.000000,261.170000,231.610000,269,15.700000,590.000000,-0.005310,0.093260,
67690,3306.000000,261.140000,231.370000,269,15.800000,592.000000,-0.005410,0.093610,
67610,3314.000000,261.100000,231.180000,269,15.800000,594.000000,-0.005450,0.093920,
67520,3325.000000,261.060000,231.010000,270,15.800000,596.000000,-0.005400,0.094240,
67430,3335.000000,261.010000,230.860000,271,15.900000,598.000000,-0.005310,0.094670,
67330,3346.000000,260.940000,230.710000,272,16.000000,600.000000,-0.005230,0.095210,
67200,3361.000000,260.830000,230.550000,273,16.100000,602.000000,-0.005230,0.095820,
67080,3375.000000,260.750000,230.410000,273,16.100000,604.000000,-0.005270,0.096350,
66970,3387.000000,260.690000,230.290000,273,16.100000,606.000000,-0.005340,0.096710,
66860,3399.000000,260.630000,230.200000,273,16.200000,608.000000,-0.005340,0.097080,
66760,3411.000000,260.540000,230.100000,273,16.200000,610.000000,-0.005260,0.097550,
66670,3421.000000,260.450000,230.000000,272,16.300000,612.000000,-0.005250,0.098060,
66610,3429.000000,260.370000,229.900000,272,16.400000,614.000000,-0.005350,0.098510,
66550,3435.000000,260.330000,229.810000,272,16.400000,616.000000,-0.005450,0.098900,
66480,3443.000000,260.280000,229.660000,272,16.400000,618.000000,-0.005500,0.099270,
66370,3456.000000,260.220000,229.420000,272,16.400000,620.000000,-0.005520,0.099720,
66220,3472.000000,260.160000,229.130000,272,16.400000,622.000000,-0.005520,0.100270,
66110,3485.000000,260.160000,228.880000,271,16.400000,624.000000,-0.005530,0.100790,
66040,3494.000000,260.100000,228.620000,271,16.400000,626.000000,-0.005590,0.101160,
65960,3502.000000,260.050000,228.400000,271,16.600000,628.000000,-0.005660,0.101460,
65860,3514.000000,259.980000,228.210000,271,16.700000,630.000000,-0.005650,0.101800,
65750,3527.000000,259.920000,228.020000,271,16.800000,632.000000,-0.005570,0.102240,
65670,3536.000000,259.880000,227.890000,271,16.800000,634.000000,-0.005500,0.102810,
65600,3544.000000,259.860000,227.820000,271,16.800000,636.000000,-0.005450,0.103410,
65520,3554.000000,259.830000,227.770000,270,16.900000,638.000000,-0.005410,0.103890,
65460,3561.000000,259.770000,227.730000,270,16.900000,640.000000,-0.005400,0.104250,
65350,3573.000000,259.710000,227.710000,269,17.000000,642.000000,-0.005450,0.104610,
65240,3587.000000,259.630000,227.670000,269,17.300000,644.000000,-0.005460,0.105090,
65120,3600.000000,259.540000,227.640000,269,17.600000,646.000000,-0.005400,0.105680,
65010,3613.000000,259.450000,227.620000,270,17.900000,648.000000,-0.005430,0.106260,
64920,3624.000000,259.370000,227.640000,270,18.100000,650.000000,-0.005540,0.106760,
64810,3636.000000,259.270000,227.670000,270,18.500000,652.000000,-0.005610,0.107110,
