time LEcorr Hcorr ustar Tsoil
"2023-08-19 05:00:00" 0.0006474457686362553 -40.06796540841512 0.648882 293.56283262098214
"2023-08-19 05:30:00" 0.00046953912045253287 -33.144344661190765 0.62516034 293.4694646202892
"2023-08-19 06:00:00" 0.0 2.5966410738874424 0.60255575 293.50544868692936
"2023-08-19 06:30:00" 159.23846057363912 -95.97636035391255 0.78591245 293.7535473621515
"2023-08-19 07:00:00" 208.38552123397926 -83.2044528135691 0.7952107 293.97133247862735
"2023-08-19 07:30:00" 222.22932058008143 -11.56208425195644 0.8265357 294.3281212791909
"2023-08-19 08:00:00" 299.84803127541386 -14.940774195335758 0.874737 294.85717411366596
"2023-08-19 08:30:00" 339.6314666125166 14.210635438264667 0.75507087 295.57243261019335
"2023-08-19 09:00:00" 348.4918129937139 63.128182123473636 0.62626845 296.3306602389275
"2023-08-19 09:30:00" 411.8713273542192 30.22202591726519 0.7908096 296.9260092182642
"2023-08-19 10:00:00" 440.4325355023774 39.10396352106009 0.8831086 297.4353858841751
"2023-08-19 10:30:00" 352.85072682047945 36.39799144123928 0.68105197 298.3816633892475
"2023-08-19 11:00:00" 383.0998724609556 108.65012753904438 0.68736845 299.08357781007226
"2023-08-19 11:30:00" 421.75901870142235 112.64240952123392 0.53413767 299.6289878270998
"2023-08-19 12:00:00" 373.87800541076695 82.0938573822018 0.47894597 300.1362986369059
"2023-08-19 12:30:00" 478.1795747685726 73.27159710642742 0.40382427 300.7770513339436
"2023-08-19 13:00:00" 481.55132026352277 87.13776665053975 0.42009613 301.11743573345206
"2023-08-19 13:30:00" 472.5008691690632 71.5046239949993 0.39431176 301.38252077662236
"2023-08-19 14:00:00" 456.7138721988725 53.8198192073775 0.39696738 301.7027188553872
"2023-08-19 14:30:00" 408.75629269948604 49.00206911692024 0.2804899 301.9312551656825
"2023-08-19 15:00:00" 328.22301630190185 29.225408991066917 0.20042372 302.02360625769506
"2023-08-19 15:30:00" 318.7456676049812 7.4259937719719415 0.16601115 301.9438254417733
"2023-08-19 16:00:00" 276.7020652442444 -1.5675437598693973 0.28597936 301.7665424778338
"2023-08-19 16:30:00" 203.62043136460545 -1.702126921246079 0.20020846 301.65767538902617
"2023-08-19 17:00:00" 133.49757318984177 -5.939254098044906 0.21060522 301.20643544475286
"2023-08-19 17:30:00" 63.94840965316729 -10.5130611424251 0.16142394 300.63748555761237
"2023-08-19 18:00:00" 0.0 4.99234709878183 0.071007125 300.064798801873
"2023-08-19 18:30:00" 0.04207174534367535 -64.4143175339179 0.041562922 299.4222400559571
"2023-08-19 19:00:00" 0.0 -79.60981187704249 0.026896004 298.8428979268031
"2023-08-19 19:30:00" 0.0 -85.80889799591334 0.036821436 298.58444136975703
"2023-08-19 20:00:00" 0.0 -76.16255611466248 0.009578692 298.3096357544663
"2023-08-19 20:30:00" 0.1590566957575484 -76.29769805317943 0.051148262 298.3155662828228
"2023-08-19 21:00:00" 0.0346460344684359 -74.56807804130437 0.029244604 298.09828762849236
"2023-08-19 21:30:00" 0.009080988293803187 -71.24287615430943 0.059712436 297.72947182972223
"2023-08-19 22:00:00" 0.014391204812895946 -70.33218600461758 0.06788273 297.5825587412843
"2023-08-19 22:30:00" 0.009837658071661287 -67.51537659850135 0.0763171 297.3547829653715
"2023-08-19 23:00:00" 0.007565439512561169 -66.78064435796959 0.11609599 297.30485355185556
"2023-08-19 23:30:00" 0.02758015034541939 -65.51699055073605 0.11455517 297.20355589531175
"2023-08-20 00:00:00" 0.007012114143220238 -60.83145974597916 0.09405399 296.7433304601743
"2023-08-20 00:30:00" 0.012030502485928667 -57.63870133988827 0.05633793 296.3810921157617
"2023-08-20 01:00:00" 0.0 -57.38816661644581 0.15557647 296.70562073322344
"2023-08-20 01:30:00" 0.3058969847157576 -56.00614570297748 0.031070948 296.4855524937304
"2023-08-20 02:00:00" 0.0262812099081215 -51.90930351825773 0.034003492 295.9238390464205
"2023-08-20 02:30:00" 0.0 -51.08298382874663 0.054637726 295.85038833701253
"2023-08-20 03:00:00" 0.005251776929000826 -49.98634613728056 0.072436124 295.56060770955617
"2023-08-20 03:30:00" 0.016366090399113086 -50.33639630280146 0.05265432 295.5509640870139
"2023-08-20 04:00:00" 0.022121646078222798 -50.81937811580479 0.10011897 295.2735103824088
"2023-08-20 04:30:00" 0.005032796013362516 -49.31483961974383 0.22928722 294.15989680839976
"2023-08-20 05:00:00" 0.003885997172437548 -43.05966450059041 0.20792732 293.04580338766567
"2023-08-20 05:30:00" 0.0017112527225897204 -25.880207422766535 0.25017124 292.39480103433044
"2023-08-20 06:00:00" 0.0 20.03330748172515 0.23051733 292.2935198030038
"2023-08-20 06:30:00" 19.648687541086076 49.226190388601424 0.26037985 292.5459747937255
"2023-08-20 07:00:00" 47.295542791326234 81.18959514812688 0.28872514 293.04448584122406
"2023-08-20 07:30:00" 130.55365034249363 77.14633134695949 0.17671883 294.3302076944775
"2023-08-20 08:00:00" 215.64873751369134 61.93008939060553 0.2773814 296.06901937139344
"2023-08-20 08:30:00" 290.7316951590293 47.031579987455096 0.24126081 297.8637864530405
"2023-08-20 09:00:00" 313.2233251492794 75.46484623743933 0.37228417 298.98494088560307
"2023-08-20 09:30:00" 357.97248631031624 53.32512111155878 0.4380348 299.9142554372902
"2023-08-20 10:00:00" 371.9703179796852 71.67589173711168 0.5784232 300.6939367158384
"2023-08-20 10:30:00" 337.2409307749481 45.34186341450503 0.6638025 301.3442610121821
"2023-08-20 11:00:00" 406.56967414600695 52.293851244618025 0.7013633 301.82604081190317
