z[m]	p[mb]	tls[K/s]	q[kg/kg/s]	u[m/s]	v[m/s]	w[m/s]
14172.978430 -999.000000 2.705e-05 -9.044e-11 8.907910 5.126770 -0.001632
15250.769447 -999.000000 -2.394e-06 -1.938e-11 4.778460 6.405850 -0.000708
16537.650298 -999.000000 -2.812e-06 3.441e-12 3.233860 6.938010 -0.000000
18183.247722 -999.000000 -0.000e+00 -0.000e+00 2.485180 7.384070 -0.000000
 279.270833,	40.000000,	1010.000000,	day,	nlevels,	pres0
63.307986 -999.000000 -1.239e-05 -7.707e-09 1.572250 -1.123560 0.000000
73.307986 -999.000000 -1.239e-05 -7.707e-09 1.572250 -1.123560 0.000000
83.307986 -999.000000 -1.239e-05 -7.707e-09 1.572250 -1.123560 0.002810
305.703110 -999.000000 -5.463e-06 -1.593e-09 0.615711 -1.561110 0.006969
534.032519 -999.000000 7.553e-06 -8.662e-09 -1.818940 -0.921271 0.010880
767.174945 -999.000000 1.216e-05 -1.712e-08 -3.821960 -0.656744 0.013487
1005.433348 -999.000000 1.578e-05 -2.635e-08 -5.330340 -0.843587 0.015402
1248.910799 -999.000000 1.238e-05 -1.143e-08 -6.937510 -0.967067 0.017255
1497.813436 -999.000000 3.893e-06 5.147e-09 -8.337090 -1.004110 0.018895
1752.956441 -999.000000 6.963e-07 -3.599e-09 -9.050090 -1.085660 0.019780
2014.242992 -999.000000 -4.769e-06 -8.014e-09 -9.387050 -1.252560 0.020029
2282.285258 -999.000000 -1.371e-05 -3.793e-09 -9.609770 -1.328550 0.020029
2557.386200 -999.000000 -2.038e-05 1.132e-09 -9.736070 -1.271130 0.020049
2840.267300 -999.000000 -1.876e-05 -2.992e-09 -9.665580 -1.007560 0.019975
3131.128452 -999.000000 -1.691e-05 -2.777e-09 -9.548390 -0.681465 0.019719
3430.897278 -999.000000 -1.209e-05 2.248e-08 -9.263410 -0.078954 0.019181
3739.976683 -999.000000 -5.476e-06 4.333e-08 -8.932740 0.543382 0.018365
4059.191223 -999.000000 4.420e-06 2.822e-08 -8.473630 1.048320 0.017264
4389.249886 -999.000000 1.329e-05 1.692e-08 -7.959060 1.456480 0.015743
4730.774212 -999.000000 1.293e-05 -5.990e-09 -7.266790 1.479100 0.013554
5084.988537 -999.000000 1.050e-05 -2.464e-08 -6.636490 1.461810 0.010449
5453.020375 -999.000000 5.795e-06 -2.495e-08 -6.423130 1.601870 0.006323
5836.197133 -999.000000 1.681e-06 -2.530e-08 -6.362240 1.772250 0.001403
6235.852461 -999.000000 2.990e-06 -2.114e-08 -6.512760 1.921060 -0.003685
6653.213821 -999.000000 4.004e-06 -1.686e-08 -6.346850 1.957960 -0.008123
7089.917826 -999.000000 -4.205e-07 -1.370e-08 -4.968000 1.647460 -0.011187
7548.013365 -999.000000 -3.638e-06 -1.082e-08 -3.370860 1.141920 -0.013098
8029.647712 -999.000000 -3.798e-06 -1.929e-09 -2.216390 0.384038 -0.014877
8537.377295 -999.000000 -2.487e-06 1.129e-09 -1.750740 -0.145126 -0.016552
9074.483149 -999.000000 -1.769e-06 7.416e-10 -2.621660 0.122510 -0.016845
9644.539898 -999.000000 -3.953e-07 1.034e-09 -3.386010 0.846799 -0.014847
10252.978976 -999.000000 9.008e-07 7.329e-10 -2.738590 1.874770 -0.011027
10906.142258 -999.000000 4.086e-06 1.122e-09 -1.635770 2.714330 -0.007215
11611.602205 -999.000000 5.635e-06 -4.823e-10 0.420310 1.925330 -0.004602
12379.904663 -999.000000 2.584e-06 3.207e-10 4.473510 1.089680 -0.002249
13225.985292 -999.000000 1.916e-05 -5.652e-10 8.357240 2.815330 -0.000090
14170.420441 -999.000000 2.256e-05 -6.248e-11 9.096810 5.450270 0.000391
15248.006882 -999.000000 -2.781e-06 -7.942e-12 4.952970 6.423180 0.000005
16534.477018 -999.000000 -2.429e-06 1.150e-12 3.185370 6.886850 0.000000
18179.462273 -999.000000 -0.000e+00 -0.000e+00 2.274520 7.295960 0.000000
 279.291667,	40.000000,	1010.000000,	day,	nlevels,	pres0
63.208040 -999.000000 -1.139e-05 -7.030e-09 1.625170 -1.006590 0.000000
73.208040 -999.000000 -1.139e-05 -7.030e-09 1.625170 -1.006590 0.000000
83.208040 -999.000000 -1.139e-05 -7.030e-09 1.625170 -1.006590 0.001954
305.500095 -999.000000 -3.221e-06 -2.559e-09 0.899959 -1.513360 0.005042
533.626489 -999.000000 8.153e-06 -8.066e-09 -1.555140 -0.856616 0.007815
766.765791 -999.000000 1.116e-05 -1.554e-08 -3.671660 -0.549620 0.009341
1004.921126 -999.000000 1.357e-05 -2.386e-08 -5.255070 -0.746245 0.010305
1248.398577 -999.000000 7.688e-06 -4.779e-09 -6.888620 -0.907768 0.011337
1497.198144 -999.000000 -1.816e-06 1.331e-08 -8.364400 -0.951902 0.012263
1752.141258 -999.000000 -5.477e-06 1.854e-09 -9.147340 -1.061110 0.012549
2013.321617 -999.000000 -8.968e-06 -6.521e-09 -9.471870 -1.285950 0.012300
2281.260813 -999.000000 -1.616e-05 -7.607e-09 -9.649390 -1.404710 0.012028
2556.258686 -999.000000 -2.124e-05 -7.219e-09 -9.733900 -1.352080 0.012053
2838.936771 -999.000000 -2.055e-05 -1.206e-08 -9.640910 -1.080400 0.012242
3129.797923 -999.000000 -2.010e-05 -1.237e-08 -9.503260 -0.747605 0.012358
3429.360610 -999.000000 -1.762e-05 1.413e-08 -9.192850 -0.155322 0.012219
3738.440016 -999.000000 -1.269e-05 3.651e-08 -8.841200 0.462210 0.011670
4057.451540 -999.000000 -2.092e-06 2.791e-08 -8.392370 1.010860 0.010648
4387.304065 -999.000000 9.214e-06 2.139e-08 -7.901000 1.461980 0.009009
4728.831515 -999.000000 1.399e-05 -4.654e-09 -7.281780 1.484440 0.006564
5082.839701 -999.000000 1.565e-05 -2.668e-08 -6.718560 1.471660 0.003197
5450.768471 -999.000000 1.064e-05 -2.676e-08 -6.506760 1.676470 -0.001093
5833.945228 -999.000000 5.410e-06 -2.724e-08 -6.442610 1.918860 -0.006057
6233.497487 -999.000000 5.775e-06 -2.214e-08 -6.623040 2.112460 -0.011161
6650.858847 -999.000000 5.981e-06 -1.699e-08 -6.481960 2.178970 -0.015696
7087.565975 -999.000000 1.343e-06 -1.405e-08 -5.082820 1.875510 -0.019027
7545.658391 -999.000000 -2.200e-06 -1.113e-08 -3.455150 1.363590 -0.021282
8027.189669 -999.000000 -3.206e-06 -2.047e-09 -2.278570 0.582723 -0.023262
8535.125390 -999.000000 -2.230e-06 9.627e-10 -1.798210 0.016182 -0.024697
9072.126613 -999.000000 -1.209e-06 4.497e-10 -2.661290 0.220921 -0.024153
9642.291117 -999.000000 3.988e-07 6.583e-10 -3.414180 0.916396 -0.020657
10250.828579 -999.000000 1.132e-06 7.092e-10 -2.742680 2.012610 -0.014809
10903.787284 -999.000000 4.290e-06 1.272e-09 -1.633050 2.917670 -0.008724
11609.250354 -999.000000 6.545e-06 -6.302e-10 0.370623 2.179290 -0.004036
12377.446620 -999.000000 2.075e-06 1.155e-10 4.390630 1.514040 -0.000260
13223.528810 -999.000000 1.439e-05 -3.929e-10 8.356620 3.289230 0.002412
14167.864013 -999.000000 1.623e-05 -4.395e-11 9.284460 5.774000 0.002347
15245.344262 -999.000000 -3.480e-06 -2.480e-12 5.127340 6.440600 0.000744
16531.305299 -999.000000 -2.072e-06 -3.338e-12 3.136880 6.835690 -0.000000
18175.572194 -999.000000 -0.000e+00 -0.000e+00 2.063870 7.207850 -0.000000
 279.312500,	40.000000,	1010.000000,	day,	nlevels,	pres0
63.208040 -999.000000 -1.038e-05 -6.070e-09 1.630760 -0.901047 0.000000
73.208040 -999.000000 -1.038e-05 -6.070e-09 1.630760 -0.901047 0.000000
83.208040 -999.000000 -1.038e-05 -6.070e-09 1.630760 -0.901047 0.001350
305.496972 -999.000000 -9.527e-07 -2.588e-09 1.007730 -1.396540 0.003557
533.623365 -999.000000 8.587e-06 -6.554e-09 -1.455380 -0.771434 0.005285
766.662722 -999.000000 9.769e-06 -1.329e-08 -3.642420 -0.484968 0.005759
1004.718111 -999.000000 1.144e-05 -2.075e-08 -5.312020 -0.707210 0.005675
1247.989424 -999.000000 4.462e-06 8.918e-10 -6.979460 -0.895088 0.005655
1496.888937 -999.000000 -6.266e-06 1.916e-08 -8.469870 -0.957133 0.005521
1751.728981 -999.000000 -1.025e-05 7.153e-09 -9.264820 -1.127040 0.004865
2012.809394 -999.000000 -1.247e-05 -5.742e-09 -9.562710 -1.425230 0.003841
2280.645522 -999.000000 -1.819e-05 -1.089e-08 -9.690640 -1.595330 0.003005
2555.543448 -999.000000 -2.064e-05 -1.241e-08 -9.741680 -1.554480 0.002702
2838.221534 -999.000000 -1.984e-05 -1.880e-08 -9.626460 -1.269250 0.002846
3128.979617 -999.000000 -1.942e-05 -2.050e-08 -9.463470 -0.925170 0.003189
3428.542304 -999.000000 -1.832e-05 5.220e-09 -9.096240 -0.355243 0.003436
3737.418694 -999.000000 -1.492e-05 2.748e-08 -8.688460 0.240775 0.003310
4056.527041 -999.000000 -6.011e-06 2.510e-08 -8.213200 0.802959 0.002550
4386.282744 -999.000000 4.404e-06 2.306e-08 -7.710060 1.276490 0.000992
4727.803946 -999.000000 1.245e-05 -1.951e-09 -7.132170 1.337250 -0.001424
5081.918326 -999.000000 1.751e-05 -2.406e-08 -6.623590 1.380310 -0.004711
5450.050110 -999.000000 1.255e-05 -2.472e-08 -6.480280 1.703680 -0.008801
5833.229990 -999.000000 6.419e-06 -2.581e-08 -6.467050 2.061220 -0.013450
6232.885319 -999.000000 5.167e-06 -2.130e-08 -6.617810 2.302280 -0.018182
6650.349748 -999.000000 4.028e-06 -1.655e-08 -6.430070 2.398660 -0.022447
7087.256768 -999.000000 -6.368e-08 -1.274e-08 -4.999250 2.128070 -0.025778
7545.555322 -999.000000 -2.670e-06 -9.521e-09 -3.366290 1.640260 -0.028189
8027.292738 -999.000000 -3.216e-06 -1.779e-09 -2.245710 0.856850 -0.030063
8535.230021 -999.000000 -2.140e-06 9.143e-10 -1.817400 0.285873 -0.030843
9072.334313 -999.000000 -8.985e-07 4.596e-10 -2.667150 0.502951 -0.029040
9642.698708 -999.000000 8.689e-07 6.720e-10 -3.399840 1.226290 -0.023828
10251.342363 -999.000000 1.517e-06 8.418e-10 -2.751210 2.369540 -0.016108
10904.402576 -999.000000 4.765e-06 1.446e-09 -1.688470 3.299030 -0.008157
11609.762576 -999.000000 7.328e-06 -6.611e-10 0.216244 2.599180 -0.001668
12377.855773 -999.000000 2.797e-06 -1.369e-10 4.128130 1.984910 0.003516
13223.631879 -999.000000 1.160e-05 -1.980e-10 8.132120 3.656020 0.006498
14167.760944 -999.000000 1.086e-05 1.303e-11 9.251950 5.935720 0.005278
15244.732094 -999.000000 -2.977e-06 1.390e-12 5.166750 6.338540 0.001796
16530.179346 -999.000000 -2.017e-06 -1.031e-11 3.082450 6.719540 0.000000
18173.321851 -999.000000 -0.000e+00 -0.000e+00 1.929040 7.061280 0.000000
 279.333333,	40.000000,	1010.000000,	day,	nlevels,	pres0
63.407932 -999.000000 -9.650e-06 -5.326e-09 1.637370 -0.795249 0.000000
73.407932 -999.000000 -9.650e-06 -5.326e-09 1.637370 -0.795249 0.000000
83.407932 -999.000000 -9.650e-06 -5.326e-09 1.637370 -0.795249 0.000862
305.600041 -999.000000 7.097e-07 -2.565e-09 1.116420 -1.279530 0.002337
533.523420 -999.000000 8.651e-06 -5.024e-09 -1.355140 -0.685719 0.003192
766.559653 -999.000000 8.311e-06 -1.120e-08 -3.612810 -0.420060 0.002779
1004.511973 -999.000000 9.461e-06 -1.814e-08 -5.368060 -0.668318 0.001822
1247.786409 -999.000000 9.850e-07 6.838e-09 -7.068390 -0.882739 0.000916
1496.482907 -999.000000 -1.142e-05 2.574e-08 -8.573710 -0.962399 -0.000086
1751.319828 -999.000000 -1.575e-05 1.264e-08 -9.381140 -1.193090 -0.001499
2012.297172 -999.000000 -1.652e-05 -5.083e-09 -9.653160 -1.564800 -0.003108
2280.133299 -999.000000 -2.069e-05 -1.442e-08 -9.732200 -1.786280 -0.004316
2555.031226 -999.000000 -2.053e-05 -1.771e-08 -9.749950 -1.757170 -0.004751
2837.500050 -999.000000 -1.969e-05 -2.554e-08 -9.612610 -1.458710 -0.004454
3128.264379 -999.000000 -1.933e-05 -2.847e-08 -9.424440 -1.103620 -0.003688
3427.723997 -999.000000 -1.939e-05 -3.744e-09 -9.000520 -0.556355 -0.002849
3736.600388 -999.000000 -1.730e-05 1.825e-08 -8.536800 0.017887 -0.002367
4055.708735 -999.000000 -1.016e-05 2.223e-08 -8.034380 0.594180 -0.002668
4385.461314 -999.000000 -6.643e-07 2.494e-08 -7.518750 1.090550 -0.003960
4726.885694 -999.000000 1.057e-05 1.025e-09 -6.981720 1.189160 -0.006178
5081.199965 -999.000000 1.916e-05 -2.097e-08 -6.527380 1.287700 -0.009213
5449.234926 -999.000000 1.424e-05 -2.228e-08 -6.452790 1.730000 -0.012956
5832.411684 -999.000000 7.133e-06 -2.400e-08 -6.490840 2.203060 -0.017162
6232.170082 -999.000000 4.237e-06 -2.025e-08 -6.612160 2.491700 -0.021421
6649.837526 -999.000000 1.832e-06 -1.600e-08 -6.377950 2.618030 -0.025333
7086.950684 -999.000000 -1.540e-06 -1.142e-08 -4.915420 2.380360 -0.028611
7545.455376 -999.000000 -3.149e-06 -7.959e-09 -3.277120 1.916700 -0.031154
8027.394246 -999.000000 -3.260e-06 -1.491e-09 -2.212780 1.130760 -0.032924
8535.433036 -999.000000 -2.069e-06 8.732e-10 -1.836680 0.555369 -0.033077
9072.740343 -999.000000 -5.821e-07 5.016e-10 -2.673130 0.784777 -0.030065
9643.209369 -999.000000 1.239e-06 7.467e-10 -3.385610 1.536000 -0.023249
10251.854585 -999.000000 1.705e-06 1.014e-09 -2.759680 2.726360 -0.013839
10905.014744 -999.000000 5.043e-06 1.634e-09 -1.743550 3.680310 -0.004296
11610.273237 -999.000000 7.852e-06 -6.457e-10 0.062305 3.018890 0.003591
12378.264927 -999.000000 2.945e-06 -3.522e-10 3.865700 2.455750 0.009612
13223.733387 -999.000000 8.053e-06 -4.832e-11 7.907150 4.023130 0.012120
14167.659437 -999.000000 4.870e-06 4.797e-11 9.219090 6.097750 0.008896
15244.219871 -999.000000 -2.606e-06 4.617e-12 5.206100 6.236510 0.002996
16528.950325 -999.000000 -1.964e-06 -1.534e-11 3.028010 6.603390 -0.000001
18171.068384 -999.000000 -0.000e+00 -0.000e+00 1.794210 6.914710 -0.000001
 279.354167,	40.000000,	1010.000000,	day,	nlevels,	pres0
64.538569 -999.000000 -8.188e-06 -5.243e-09 1.626060 -0.649858 -0.000000
74.538569 -999.000000 -8.188e-06 -5.243e-09 1.626060 -0.649858 -0.000000
84.538569 -999.000000 -8.188e-06 -5.243e-09 1.626060 -0.649858 0.000255
306.521417 -999.000000 2.866e-06 -2.392e-09 1.089360 -1.089350 0.000866
534.544741 -999.000000 8.988e-06 -3.468e-09 -1.389120 -0.556981 0.000712
767.481029 -999.000000 7.241e-06 -1.028e-08 -3.700510 -0.383048 -0.000720
1005.433348 -999.000000 8.369e-06 -1.771e-08 -5.546030 -0.663633 -0.002705
1248.501646 -999.000000 -1.242e-06 8.390e-09 -7.276930 -0.876983 -0.004646
1497.301213 -999.000000 -1.376e-05 2.615e-08 -8.738220 -0.988845 -0.006601
1752.035065 -999.000000 -1.820e-05 1.219e-08 -9.503420 -1.299440 -0.008746
2013.115478 -999.000000 -1.823e-05 -7.742e-09 -9.739860 -1.723570 -0.010791
2280.851660 -999.000000 -2.118e-05 -1.708e-08 -9.794350 -1.960370 -0.012188
2555.746463 -999.000000 -1.943e-05 -2.189e-08 -9.809090 -1.917700 -0.012606
2838.321480 -999.000000 -1.694e-05 -3.026e-08 -9.646000 -1.599840 -0.012036
3128.979617 -999.000000 -1.503e-05 -3.383e-08 -9.427230 -1.227190 -0.010754
3428.542304 -999.000000 -1.561e-05 -9.861e-09 -8.954910 -0.678284 -0.009201
3737.418694 -999.000000 -1.481e-05 1.099e-08 -8.445490 -0.100443 -0.007913
4056.427095 -999.000000 -9.338e-06 1.778e-08 -7.925010 0.509358 -0.007429
4386.282744 -999.000000 -1.218e-06 2.241e-08 -7.405640 1.048110 -0.007987
4727.907016 -999.000000 9.756e-06 2.845e-09 -6.918660 1.210450 -0.009454
5082.124464 -999.000000 1.800e-05 -1.575e-08 -6.525510 1.379820 -0.011716
5450.156302 -999.000000 1.167e-05 -1.589e-08 -6.516360 1.905130 -0.014698
5833.536075 -999.000000 2.880e-06 -1.667e-08 -6.592690 2.447590 -0.018176
6233.397542 -999.000000 -8.617e-07 -1.601e-08 -6.644420 2.744780 -0.021793
6651.164932 -999.000000 -3.340e-06 -1.409e-08 -6.323460 2.868610 -0.025240
7088.384282 -999.000000 -5.073e-06 -9.365e-09 -4.813720 2.648670 -0.028349
7547.091989 -999.000000 -5.027e-06 -6.285e-09 -3.166810 2.198330 -0.030897
8029.236997 -999.000000 -4.073e-06 -8.389e-10 -2.167310 1.396360 -0.032532
8537.480364 -999.000000 -2.499e-06 1.230e-09 -1.839280 0.822862 -0.032253
9074.890740 -999.000000 -9.206e-07 1.203e-09 -2.615140 1.120950 -0.028649
9645.565905 -999.000000 1.335e-06 1.595e-09 -3.266240 1.925280 -0.021288
10254.206436 -999.000000 2.718e-06 1.917e-09 -2.673840 3.075500 -0.011686
10907.266649 -999.000000 6.412e-06 2.277e-09 -1.754990 3.972930 -0.002380
11612.525142 -999.000000 8.385e-06 -8.471e-11 -0.133781 3.373870 0.005281
12380.210747 -999.000000 3.036e-06 -3.155e-10 3.499390 2.842610 0.011521
13225.474631 -999.000000 6.078e-06 -2.314e-11 7.576300 4.225200 0.014276
14168.886897 -999.000000 1.658e-06 9.194e-11 9.085390 6.052880 0.010568
15244.938232 -999.000000 -1.011e-06 -7.080e-13 5.208180 5.983840 0.003612
16528.847256 -999.000000 -1.032e-06 -1.486e-11 3.035300 6.384080 0.000000
18169.943993 -999.000000 -0.000e+00 -0.000e+00 1.767660 6.661410 0.000000
 279.375000,	40.000000,	1010.000000,	day,	nlevels,	pres0
65.659837 -999.000000 -6.657e-06 -4.164e-09 1.633480 -0.480761 -0.000000
75.659837 -999.000000 -6.657e-06 -4.164e-09 1.633480 -0.480761 -0.000000
85.659837 -999.000000 -6.657e-06 -4.164e-09 1.633480 -0.480761 -0.001938
307.645807 -999.000000 5.510e-06 -2.463e-09 1.063890 -0.891903 -0.004075
535.466117 -999.000000 8.460e-06 -7.277e-10 -1.428600 -0.418899 -0.007261
768.302459 -999.000000 4.034e-06 -1.196e-08 -3.800400 -0.345023 -0.011737
1006.148586 -999.000000 4.136e-06 -2.662e-08 -5.727720 -0.669785 -0.016663
1249.319953 -999.000000 -8.448e-06 -1.791e-09 -7.461300 -0.886163 -0.021214
1498.016451 -999.000000 -2.290e-05 1.321e-08 -8.861330 -1.038160 -0.025282
1752.853372 -999.000000 -2.852e-05 -2.667e-09 -9.590820 -1.432290 -0.028836
2013.830716 -999.000000 -2.853e-05 -2.373e-08 -9.805300 -1.910400 -0.031569
2281.463828 -999.000000 -3.087e-05 -3.104e-08 -9.844220 -2.159900 -0.032990
2556.361755 -999.000000 -2.761e-05 -3.520e-08 -9.861510 -2.104400 -0.032779
2838.936771 -999.000000 -2.268e-05 -4.272e-08 -9.674690 -1.779330 -0.030884
3129.797923 -999.000000 -1.845e-05 -4.663e-08 -9.428040 -1.400400 -0.027615
3429.363734 -999.000000 -1.869e-05 -2.493e-08 -8.896680 -0.848074 -0.023721
3738.237001 -999.000000 -1.870e-05 -7.310e-09 -8.332250 -0.266004 -0.019947
4057.242279 -999.000000 -1.525e-05 5.290e-09 -7.788730 0.382255 -0.016964
4387.101050 -999.000000 -8.689e-06 1.370e-08 -7.260710 0.966831 -0.015060
4728.622253 -999.000000 2.454e-06 6.860e-10 -6.837450 1.195410 -0.014058
5082.942771 -999.000000 1.089e-05 -1.310e-08 -6.518090 1.438590 -0.013795
5451.280693 -999.000000 3.260e-06 -1.098e-08 -6.576900 2.052010 -0.014153
5834.560519 -999.000000 -7.321e-06 -9.933e-09 -6.695260 2.668560 -0.014984
6234.525056 -999.000000 -1.154e-05 -1.303e-08 -6.683380 2.978580 -0.015998
6652.498584 -999.000000 -1.316e-05 -1.380e-08 -6.279540 3.102780 -0.017126
7089.920949 -999.000000 -1.129e-05 -8.295e-09 -4.723450 2.913040 -0.018545
7548.728602 -999.000000 -8.249e-06 -5.104e-09 -3.068060 2.485010 -0.019935
8031.079749 -999.000000 -5.693e-06 -2.840e-10 -2.126240 1.661290 -0.020379
8539.426185 -999.000000 -3.597e-06 1.591e-09 -1.841290 1.085890 -0.018650
9076.936507 -999.000000 -2.138e-06 1.865e-09 -2.554610 1.450570 -0.013473
9647.816248 -999.000000 1.527e-07 2.343e-09 -3.142530 2.307250 -0.004724
10256.562972 -999.000000 2.270e-06 2.744e-09 -2.583830 3.417100 0.005661
10909.620061 -999.000000 6.178e-06 2.887e-09 -1.759800 4.258130 0.014849
11614.672416 -999.000000 7.337e-06 5.109e-10 -0.324342 3.724100 0.021651
12382.155006 -999.000000 3.238e-07 -2.056e-10 3.132280 3.228460 0.026309
13227.111244 -999.000000 -2.752e-06 -4.642e-11 7.237080 4.431200 0.025757
14170.009726 -999.000000 -1.212e-05 1.207e-10 8.944330 6.011810 0.016885
15245.551962 -999.000000 -1.629e-06 -1.497e-11 5.209170 5.731220 0.005383
16528.645802 -999.000000 -2.497e-07 -1.991e-11 3.042540 6.164770 0.000002
18168.611903 -999.000000 -0.000e+00 -0.000e+00 1.741100 6.408110 0.000002
 279.395833,	40.000000,	1010.000000,	day,	nlevels,	pres0
68.324018 -999.000000 -5.984e-06 -4.392e-09 1.558210 -0.024930 -0.000000
78.324018 -999.000000 -5.984e-06 -4.392e-09 1.558210 -0.024930 -0.000000
88.324018 -999.000000 -5.984e-06 -4.392e-09 1.558210 -0.024930 -0.004016
310.206920 -999.000000 6.145e-06 -1.966e-09 0.876460 -0.383709 -0.008852
538.127175 -999.000000 5.013e-06 1.251e-09 -1.696580 -0.047868 -0.015154
771.063463 -999.000000 -2.770e-06 -1.886e-08 -4.117820 -0.063872 -0.022876
1009.015782 -999.000000 -4.680e-06 -4.070e-08 -6.047050 -0.381273 -0.030972
1252.287095 -999.000000 -2.131e-05 -1.495e-08 -7.790060 -0.599272 -0.038361
1501.189731 -999.000000 -4.107e-05 2.716e-09 -9.208560 -0.854403 -0.044627
1755.926707 -999.000000 -4.861e-05 -1.317e-08 -9.965100 -1.398890 -0.049682
2017.107065 -999.000000 -5.117e-05 -3.136e-08 -10.242900 -1.939800 -0.053098
2284.943193 -999.000000 -5.530e-05 -3.652e-08 -10.385000 -2.166740 -0.054528
2559.844243 -999.000000 -5.107e-05 -4.221e-08 -10.464100 -2.045340 -0.053803
2842.619151 -999.000000 -4.250e-05 -5.189e-08 -10.217800 -1.643340 -0.050683
3133.483426 -999.000000 -3.494e-05 -5.863e-08 -9.893180 -1.176270 -0.045648
3433.149183 -999.000000 -3.228e-05 -3.668e-08 -9.229320 -0.455331 -0.039596
3742.228588 -999.000000 -3.021e-05 -2.051e-08 -8.535910 0.269303 -0.033322
4061.340058 -999.000000 -2.637e-05 -5.924e-09 -7.919790 0.879934 -0.027482
4391.092638 -999.000000 -1.995e-05 2.741e-09 -7.327950 1.373960 -0.022446
4732.616964 -999.000000 -8.912e-06 -7.258e-09 -6.868530 1.420890 -0.018105
5086.831289 -999.000000 -1.122e-06 -1.813e-08 -6.523360 1.465300 -0.014413
5454.863127 -999.000000 -7.915e-06 -1.480e-08 -6.580750 1.887220 -0.011338
5838.246023 -999.000000 -1.713e-05 -1.262e-08 -6.693750 2.319820 -0.008772
6238.104366 -999.000000 -1.956e-05 -1.767e-08 -6.629110 2.468620 -0.006566
6655.774934 -999.000000 -1.882e-05 -1.917e-08 -6.166170 2.450530 -0.004930
7093.091107 -999.000000 -1.385e-05 -1.030e-08 -4.579630 2.178290 -0.004446
7551.695745 -999.000000 -8.843e-06 -4.574e-09 -2.874620 1.733170 -0.004835
8033.943822 -999.000000 -5.284e-06 -6.173e-10 -1.788670 1.029250 -0.004778
8542.185627 -999.000000 -3.035e-06 6.432e-10 -1.288900 0.638921 -0.002631
9079.700634 -999.000000 -1.911e-06 1.166e-09 -1.685830 1.209020 0.003201
9650.477306 -999.000000 9.313e-08 1.806e-09 -2.065300 2.241950 0.012711
10259.220906 -999.000000 1.954e-06 2.231e-09 -1.633710 3.447760 0.023296
10912.078105 -999.000000 5.784e-06 2.427e-09 -1.117250 4.424160 0.031479
11616.821252 -999.000000 7.750e-06 3.699e-11 -0.079293 4.288340 0.035790
12383.997758 -999.000000 -1.915e-06 -1.554e-10 2.975860 4.229400 0.036441
13228.647911 -999.000000 -1.231e-05 9.101e-11 6.725050 5.291610 0.031061
14171.647901 -999.000000 -2.469e-05 1.548e-10 8.332070 6.313210 0.018378
15247.393152 -999.000000 -4.601e-06 -3.539e-11 4.904550 5.337810 0.005436
16530.486992 -999.000000 -8.161e-07 -2.827e-11 2.941070 5.939490 -0.000002
18170.250077 -999.000000 -0.000e+00 -0.000e+00 1.664810 6.235070 -0.000002
 279.416667,	40.000000,	1010.000000,	day,	nlevels,	pres0
