z[m]    p[mb]   tp[K]   q[g/kg] u[m/s]  v[m/s]
 278.250000,	180.000000,	1010.000000,	day,	levels,	pres0
761.299988 924.590027 304.611172 15.116640 -6.664888 -1.785851
804.900024 920.010010 304.685443 15.009937 -7.362204 -1.431068
851.500000 915.150024 304.890684 14.898436 -7.922144 -1.113385
899.200012 910.200012 305.158295 14.842283 -8.039624 -0.987142
952.000000 904.729980 305.283243 14.800140 -8.099044 -1.282763
994.299988 900.380005 305.446516 14.667790 -8.118626 -1.725667
1048.699951 894.789978 305.629479 14.242198 -8.150484 -2.032144
1097.300049 889.830017 305.774300 13.741547 -8.343831 -1.621877
1142.199951 885.250000 305.749377 13.157446 -8.412069 -1.788041
1194.800049 879.929993 306.183309 12.853678 -8.555228 -2.453172
1245.699951 874.789978 306.571824 12.512299 -9.180526 -2.806769
1293.500000 870.010010 306.813026 12.131832 -9.700776 -3.151973
1341.900024 865.169983 307.135932 11.684761 -10.136830 -3.099140
1392.300049 860.159973 307.280845 10.953781 -10.423721 -3.186852
1441.900024 855.250000 307.522664 10.492914 -10.818369 -2.898773
1496.000000 849.919983 307.863202 10.280022 -10.770283 -2.685333
1546.400024 844.989990 308.249671 10.087771 -10.718071 -2.474462
1597.699951 839.989990 308.541817 9.853372 -10.563994 -2.245446
1650.300049 834.890015 308.689827 9.578447 -10.661808 -2.266237
1699.699951 830.119995 308.700145 9.314470 -10.857439 -2.307820
1754.000000 824.900024 308.950893 9.107563 -11.092387 -2.156142
1804.599976 820.059998 309.195870 9.034550 -11.423770 -2.014319
1855.000000 815.270020 309.417245 8.952669 -11.522250 -2.031684
1908.599976 810.190002 309.513931 8.783860 -11.457185 -1.814640
1966.400024 804.750000 309.812644 8.586073 -11.215772 -1.377124
2017.000000 800.000000 309.868389 8.324212 -11.337549 -1.191625
2074.100098 794.679993 310.043483 8.142758 -11.712045 -1.438058
2127.300049 789.739990 310.125923 7.925966 -11.635906 -1.222983
2175.300049 785.299988 310.379689 7.885131 -11.536454 -1.212530
2236.100098 779.719971 310.583534 7.668771 -11.683966 -0.612331
2289.100098 774.869995 310.707739 7.482309 -11.998173 -0.209429
2342.399902 770.020020 310.953410 7.307423 -12.200000 -0.000000
2397.000000 765.080017 311.126595 7.192325 -12.600000 -0.000000
2453.800049 759.960022 311.583737 7.269235 -12.898035 -0.225136
2510.500000 754.890015 311.736194 7.337194 -12.900000 -0.000000
2562.500000 750.250000 312.220968 7.573532 -12.500000 -0.000000
2618.800049 745.280029 312.782101 7.859235 -11.698217 -0.204193
2680.199951 739.880005 312.888005 7.844209 -11.598233 -0.202448
2733.399902 735.229980 312.982892 7.987487 -11.700000 -0.000000
2795.000000 729.880005 313.199306 8.071548 -11.898188 0.207683
2849.300049 725.190002 313.316584 8.238735 -11.992690 -0.418794
2912.899902 719.719971 313.490102 8.261590 -11.536454 -1.212530
2964.399902 715.309998 313.590158 8.223537 -10.918008 -1.340563
3025.300049 710.130005 313.944592 8.224318 -10.620244 -1.304002
3087.899902 704.840027 314.152170 8.074863 -10.421735 -1.279628
3146.699951 699.900024 314.418982 7.950349 -10.620244 -1.304002
3208.199951 694.760010 314.771459 7.814116 -11.072961 -0.774297
3264.500000 690.090027 315.112057 7.701791 -11.093239 0.387384
3324.000000 685.179993 315.577646 7.629530 -11.215772 1.377123
3386.399902 680.059998 315.953534 7.473194 -11.400129 2.631927
3445.699951 675.229980 316.508440 7.420090 -11.397925 3.054065
3512.399902 669.840027 316.628847 7.192964 -11.107819 2.564442
3573.199951 664.940002 316.979440 7.097374 -10.815508 2.496957
3636.399902 659.890015 317.243030 7.045370 -10.188106 2.540180
3696.199951 655.140015 317.673141 7.030299 -9.562665 2.562308
3760.699951 650.039978 317.716311 6.833931 -9.420364 2.701246
3821.800049 645.239990 317.721430 6.632639 -9.276156 2.836005
3888.399902 640.049988 317.910465 6.522431 -8.808247 3.558763
3956.199951 634.789978 318.353817 6.517469 -8.999166 4.585304
4020.800049 629.809998 318.512136 6.451970 -9.890173 5.039295
4080.000000 625.280029 318.735471 6.432165 -10.515890 5.128942
4149.200195 620.010010 318.877048 6.328936 -10.870279 5.538684
4212.500000 615.229980 318.962867 6.120372 -11.370056 6.302525
4283.200195 609.909973 319.053101 5.930042 -11.864548 6.850000
4347.200195 605.130005 319.252017 5.789534 -11.657475 7.004518
4418.700195 599.820007 319.883773 5.787386 -10.714591 6.437976
4482.500000 595.130005 320.393581 5.805792 -10.028857 6.025945
4552.799805 589.989990 320.689012 5.739236 -9.158919 5.723128
4618.899902 585.200012 321.355589 5.743942 -8.135104 5.282999
4693.899902 579.789978 321.672349 5.595879 -6.793232 4.411576
4762.700195 574.880005 321.881303 5.443591 -5.619093 3.649081
4830.799805 570.049988 322.318027 5.430097 -4.228092 2.851884
4903.700195 564.909973 322.988826 5.426516 -3.564862 2.404530
4970.799805 560.219971 323.110398 5.267473 -3.723909 2.150000
5046.600098 554.960022 323.190047 5.054134 -4.078385 1.901782
5120.299805 549.880005 323.506848 4.921613 -4.774414 1.102260
5192.299805 544.960022 324.315273 4.950230 -5.093010 -0.266913
5267.200195 539.880005 324.719547 4.899904 -5.644528 -0.793287
5341.200195 534.900024 325.042754 4.818581 -6.464392 -0.679435
5415.200195 529.960022 325.366436 4.690881 -6.700000 -0.000000
5489.399902 525.039978 325.561852 4.539931 -6.862201 0.721246
5564.899902 520.070007 325.664613 4.386950 -7.042663 1.496964
5639.600098 515.190002 325.951163 4.327399 -7.209463 2.067280
5720.299805 509.959991 326.636563 4.382825 -6.524078 2.246420
5798.600098 504.929993 326.821827 4.299306 -5.752282 2.805575
5872.500000 500.209991 327.139692 4.218471 -4.255258 3.324572
5951.600098 495.209991 327.481482 4.126512 -3.205392 3.437362
6035.299805 489.959991 327.646911 3.961193 -3.245251 2.821054
6113.299805 485.100006 327.733400 3.807974 -3.646607 2.278653
6194.200195 480.109985 328.506181 3.791948 -4.667902 1.791840
6274.700195 475.179993 328.734660 3.613688 -4.728638 1.910493
6359.500000 470.040009 329.323964 3.530655 -4.728638 1.910493
6438.399902 465.299988 329.570154 3.338994 -3.148631 1.745314
6528.000000 459.950012 329.974729 3.135768 -0.887498 1.903246
6610.200195 455.109985 331.374835 3.179757 -0.062819 1.798903
6699.399902 449.899994 331.650565 2.982208 0.167246 1.591235
6783.000000 445.059998 332.034784 2.839373 -0.000000 2.500000
6867.200195 440.239990 332.538914 2.739854 -0.727691 3.423517
6963.399902 434.769989 332.549526 2.548932 -1.789641 4.019600
7046.500000 430.089996 333.109012 2.501908 -2.269953 4.455032
7137.600098 425.000000 333.273983 2.344732 -2.450000 4.243525
7226.200195 420.100006 333.419575 2.211349 -2.702588 4.325045
7318.899902 415.019989 333.642504 2.100660 -3.461262 4.274303
7410.899902 410.019989 334.129572 2.030473 -4.826934 4.501189
7507.600098 404.829987 334.584466 1.967057 -5.909903 4.453431
7601.299805 399.839996 334.902088 1.911162 -6.699580 4.186362
7694.600098 394.920013 335.111348 1.870220 -7.484455 3.813520
7789.000000 389.989990 335.282875 1.815662 -7.819508 3.813829
7888.600098 384.850006 335.387546 1.753078 -7.681644 4.084403
7980.799805 380.119995 335.428169 1.683189 -7.188011 4.150000
8078.200195 375.179993 335.678969 1.648588 -6.303464 2.806483
8183.200195 369.910004 336.600619 1.685974 -5.966700 1.268261
8281.200195 365.049988 337.195314 1.687830 -5.967132 0.627171
8383.000000 360.070007 338.039834 1.696159 -5.810366 1.024524
8490.900391 354.850006 338.176456 1.600741 -5.061985 0.621534
8595.200195 349.850006 338.241402 1.479305 -4.697137 0.164028
8694.900391 345.119995 338.624882 1.405428 -4.494632 -1.374147
8808.200195 339.820007 339.241327 1.345324 -3.954694 -1.928833
8913.200195 334.959991 339.629506 1.284195 -3.987754 -1.859520
9019.500000 330.089996 340.134610 1.226535 -4.538489 -1.562727
9134.500000 324.890015 340.496028 1.141665 -4.517930 -1.295496
9240.400391 320.160004 340.860180 1.064438 -4.294470 -1.648493
9355.900391 315.070007 341.423642 1.006563 -4.078385 -1.901782
9468.799805 310.149994 341.845219 0.948125 -3.523299 -1.423505
9585.500000 305.130005 342.362459 0.900438 -2.831559 -2.057248
9705.900391 300.019989 342.791925 0.842423 -1.198206 -1.845075
9828.000000 294.910004 343.245986 0.785222 -0.248052 -1.276115
9950.200195 289.859985 343.548665 0.724802 -0.503538 -0.486261
10067.700195 285.070007 343.929226 0.673332 -0.961262 0.275637
10191.099609 280.100006 344.281532 0.622760 -1.555635 1.555635
10319.099609 275.019989 344.670154 0.572593 -1.970117 2.521634
10449.000000 269.940002 344.927084 0.514387 -0.976168 2.192509
10578.900391 264.929993 345.185803 0.459833 -0.382026 2.166577
10710.299805 259.929993 345.512966 0.410603 0.230196 3.291961
10838.200195 255.130005 346.043674 0.373727 -0.764052 4.333154
10978.799805 249.940002 346.328731 0.329896 -1.488442 5.190813
11112.900391 245.059998 346.701840 0.292437 -0.645908 5.260495
11253.200195 240.039993 347.075085 0.256709 -0.793287 5.644528
11394.400391 235.059998 347.240197 0.222126 -0.303549 5.792051
11540.299805 230.000000 347.595645 0.194450 0.233826 6.695919
11686.299805 225.020004 347.679091 0.166981 -1.507172 6.528279
11832.200195 220.119995 347.747045 0.143718 -1.259339 6.478739
11984.099609 215.100006 347.937766 0.122618 -0.371585 7.090270
12147.400391 209.800003 348.084006 0.102783 -0.101224 5.799117
12294.900391 205.089996 348.132923 0.087370 0.209397 5.996345
12458.500000 199.960007 348.112291 0.073240 0.219867 6.296163
12618.000000 195.039993 348.366375 0.063196 0.209397 5.996345
12787.900391 189.910004 349.197937 0.056244 0.502246 7.182461
12952.099609 185.059998 349.781415 0.049954 1.001180 6.321206
13125.799805 180.020004 349.859465 0.042381 0.876790 6.238689
13301.700195 175.029999 350.229966 0.036080 2.521767 5.663982
13485.200195 169.929993 350.547479 0.030627 2.481093 5.572627
13664.099609 165.059998 350.829139 0.025940 4.171930 4.171930
13857.599609 159.919998 351.162123 0.021487 3.901021 2.437629
14046.799805 155.009995 351.563177 0.017882 5.140033 3.466996
14241.200195 150.080002 352.590771 0.015510 4.820907 5.745334
14449.099609 144.949997 353.056801 0.012508 6.869190 4.292346
14657.799805 139.940002 354.326379 0.010599 7.621024 4.400001
14869.200195 135.009995 356.736945 0.009763 9.177367 4.676103
15090.599609 130.020004 358.555602 0.008451 11.589798 4.682583
15318.000000 125.050003 359.365810 0.006699 9.800718 5.211135
15555.000000 120.029999 360.758157 0.005485 9.685990 5.819931
15803.299805 114.949997 362.684245 0.004606 11.346223 3.906818
16056.400391 109.959999 365.660683 0.004166 11.666918 3.566935
