z[m]    p[mb]   tp[K]   q[g/kg] u[m/s]  v[m/s]
 278.250000,	180.000000,	1010.000000,	day,	levels,	pres0
3143.899902 699.919983 313.231531 4.809564 -6.296163 -0.219867
3203.800049 694.880005 313.801610 4.913961 -6.595979 0.230337
3263.699951 689.890015 314.059576 4.910391 -7.072982 0.618806
3324.199951 684.859985 314.182370 5.038557 -7.526037 1.057715
3379.600098 680.289978 314.270704 5.140920 -7.531736 1.600920
3444.100098 675.000000 314.469282 5.154251 -7.460367 1.450148
3503.399902 670.159973 314.623506 5.200502 -7.878462 1.389185
3567.399902 664.979980 314.973802 5.367229 -7.670699 0.671099
3626.500000 660.219971 315.564982 5.583043 -7.095675 0.247786
3690.100098 655.140015 316.194804 5.653585 -6.698979 0.116931
3752.800049 650.159973 316.613821 5.523652 -5.977168 0.522934
3818.000000 645.030029 316.889507 5.171816 -5.877549 0.514219
3879.100098 640.239990 317.247363 4.862138 -5.459004 0.670281
3943.500000 635.229980 317.619050 4.858854 -4.628596 0.816146
4012.500000 629.900024 317.928499 4.952948 -5.317962 0.937700
4076.000000 625.020020 318.418794 5.210043 -5.771071 1.226679
4141.299805 620.039978 318.494328 5.286430 -4.695109 0.997976
4205.399902 615.179993 318.602600 5.342903 -3.912591 0.831647
4275.100098 609.940002 318.841287 5.389747 -3.912591 0.831647
4339.299805 605.140015 319.019626 5.382211 -3.912591 0.831647
4409.500000 599.919983 319.347764 5.426711 -4.077539 0.428567
4474.500000 595.130005 319.778822 5.529514 -4.100000 -0.000000
4543.399902 590.080017 320.198298 5.387289 -3.794792 -0.198877
4611.100098 585.169983 320.660984 5.197801 -3.573166 -0.438730
4679.799805 580.200012 321.210101 5.086962 -3.076893 -0.377795
4749.899902 575.179993 321.399930 4.787766 -3.499467 -0.061083
4819.700195 570.219971 321.832625 4.536992 -4.300000 -0.000000
4895.799805 564.849976 322.292213 4.301453 -3.381375 0.355397
4963.899902 560.070007 322.509605 4.085607 -3.267884 0.459271
5034.000000 555.190002 322.997958 4.000755 -3.300000 -0.000000
5111.899902 549.820007 323.232184 3.902938 -3.300000 -0.000000
5180.000000 545.150024 323.545545 3.920851 -4.000000 -0.000000
5258.600098 539.799988 323.898394 3.950759 -4.793422 -0.251213
5328.100098 535.109985 324.109508 3.915682 -4.574800 -0.480831
5406.299805 529.859985 324.232872 3.834062 -4.220997 -0.820479
5479.700195 524.979980 324.298089 3.793741 -4.287229 -0.989785
5552.200195 520.190002 324.413613 3.782432 -4.443937 -1.530170
5629.799805 515.099976 324.855342 3.849998 -3.290896 -1.900000
5711.299805 509.809998 326.373059 4.175998 -1.321573 -1.632006
5787.700195 504.899994 326.705804 4.116323 -0.818398 -0.877624
5865.799805 499.920013 326.742824 3.928546 -0.634415 -0.295833
5944.399902 494.940002 326.896742 3.741929 0.528297 -0.459241
6025.399902 489.850006 327.422678 3.606989 0.524847 -0.603768
6100.299805 485.190002 327.728318 3.490169 0.215021 -0.560148
6182.799805 480.089996 328.127744 3.359758 -0.000000 -0.200000
6262.299805 475.220001 328.850446 3.285045 -0.000000 -0.500000
6344.899902 470.209991 329.538073 3.206035 0.587785 -0.809017
6430.299805 465.070007 329.828322 3.102152 0.766044 -0.642788
6517.700195 459.869995 330.328273 3.036980 0.387848 -0.699696
6597.299805 455.170013 330.548338 2.922519 -0.069587 -0.495134
6688.799805 449.809998 330.789939 2.817780 -0.582177 -0.145153
6774.600098 444.829987 331.125822 2.750774 -1.146813 0.803007
6861.000000 439.869995 331.556572 2.685300 -1.432196 1.535843
6947.500000 434.940002 331.827267 2.598099 -0.860365 1.228728
7035.799805 429.950012 331.943497 2.474996 -1.078553 0.526045
7124.500000 424.989990 332.561041 2.423327 -1.295053 -0.113302
7211.600098 420.160004 333.047201 2.326698 -0.855951 -0.278115
7306.299805 414.970001 333.653992 2.243415 -0.057570 -1.098493
7394.799805 410.160004 333.826032 2.103073 -0.236594 -1.683456
7492.299805 404.910004 334.073498 1.972986 -0.749213 -1.854368
7580.799805 400.200012 334.556090 1.897429 -1.608693 -1.349854
7679.399902 394.989990 334.820511 1.803690 -0.852877 -0.981122
7775.899902 389.959991 335.565117 1.781516 0.236594 -1.683456
7875.299805 384.820007 336.065098 1.711172 1.183602 -2.426744
7971.100098 379.929993 336.570630 1.624457 1.446625 -2.966020
8070.299805 374.920013 337.082437 1.554823 1.169487 -3.825219
8168.700195 370.010010 337.305398 1.422274 0.809824 -3.507732
8266.500000 365.170013 337.963859 1.347549 -0.090739 -2.598416
8373.099609 359.950012 338.487201 1.226428 -0.964827 -3.155806
8477.299805 354.910004 338.630732 1.082565 -1.133120 -2.669464
8583.299805 349.839996 339.432315 0.993934 -0.491756 -1.835259
8687.500000 344.920013 339.792622 0.889967 -0.513030 -1.409539
8790.099609 340.130005 340.132889 0.809346 -1.041988 -1.079010
8903.500000 334.890015 340.647795 0.744237 -1.871135 -0.329932
9012.500000 329.920013 340.829999 0.657291 -2.679875 -0.329047
9118.799805 325.119995 340.868360 0.591903 -2.846719 -0.553346
9233.500000 320.000000 340.991991 0.523615 -3.800000 -0.000000
9347.900391 314.950012 341.488649 0.483131 -4.682115 0.409632
9462.400391 309.959991 341.863177 0.450735 -4.890738 1.039558
9577.299805 305.019989 342.088842 0.423714 -4.676977 1.079765
9698.099609 299.899994 342.661812 0.403968 -4.489038 0.313904
9815.000000 294.989990 342.893327 0.365285 -4.499315 0.078536
9937.599609 289.920013 342.830249 0.317913 -4.168694 0.511851
10056.799805 285.040009 342.865880 0.278687 -4.346666 1.164686
10178.099609 280.140015 343.044580 0.250606 -3.477333 0.931749
10307.400391 274.989990 343.610596 0.236097 -2.265248 1.645799
10436.599609 269.920013 344.221895 0.225617 -2.750658 1.998470
10562.200195 265.059998 344.508892 0.207296 -2.238401 1.509821
10691.400391 260.140015 344.669074 0.182274 -2.206430 1.723852
10829.900391 254.929993 344.805830 0.159174 -2.767613 1.797309
10964.299805 249.940002 344.782891 0.141003 -3.172077 1.479164
11103.500000 244.860001 344.868982 0.128785 -3.958171 1.680144
11238.799805 239.990005 345.185990 0.119474 -4.114403 2.472183
11382.299805 234.899994 345.068557 0.104120 -4.325045 2.702588
11521.299805 230.050003 345.519289 0.094354 -4.009530 2.042957
11671.700195 224.889999 345.836917 0.086883 -4.187730 2.133755
11820.299805 219.880005 346.236565 0.082023 -3.474926 1.770563
11966.400391 215.029999 346.480507 0.074738 -3.562827 1.586273
12116.900391 210.119995 346.839006 0.069496 -2.977638 0.365608
12274.000000 205.089996 347.283593 0.065028 -1.879385 -0.684040
12436.799805 199.970001 347.489455 0.058384 -0.669549 -1.114317
12595.799805 195.070007 348.127680 0.054202 -0.556420 -2.231680
12767.200195 189.889999 349.224528 0.051472 1.797363 -4.234322
12932.000000 185.020004 350.224186 0.046986 3.785605 -5.406403
13104.500000 180.039993 351.268649 0.040357 4.100237 -3.959552
13280.700195 175.050003 351.749013 0.032075 3.686184 -2.581094
13462.700195 170.009995 352.275968 0.026165 5.066724 -1.169745
13651.099609 164.919998 353.441944 0.021832 8.175325 -2.975575
13837.000000 160.020004 354.172380 0.017712 10.477178 -4.233054
14030.099609 155.050003 354.552896 0.013835 11.867953 -4.794964
14234.400391 149.910004 354.648924 0.010468 12.267258 -3.287001
14438.200195 144.910004 355.186448 0.008205 12.352814 -1.080731
14640.099609 140.080002 355.417792 0.006716 12.180298 -1.711829
14854.900391 135.089996 356.711979 0.005965 10.797899 -2.098899
15078.200195 130.039993 357.984447 0.005314 6.396101 0.223357
15304.500000 125.089996 359.043112 0.004472 1.793796 3.236093
15541.799805 120.050003 359.971102 0.003612 -3.650059 4.507447
15787.000000 115.010002 360.867286 0.002824 -5.827454 3.098512
16039.599609 110.010002 364.523125 0.002773 -5.200000 -0.000000
 279.000000,	180.000000,	1010.000000,	day,	levels,	pres0
50.000000 1002.500000 300.725282 20.658212 0.736044 -0.817459
50.000000 1002.500000 300.725282 20.382625 0.736044 -0.817459
70.800003 1000.150024 300.237125 19.406847 1.608978 -1.500396
116.900002 994.989990 301.152067 19.929450 1.307134 -2.012809
164.800003 989.659973 301.705081 20.035995 0.584743 -1.912609
204.500000 985.250000 301.969985 19.723996 0.260472 -1.477212
256.000000 979.559998 302.108227 19.165590 0.422618 -0.906308
299.899994 974.739990 302.242387 18.755087 0.555727 -0.575472
342.600006 970.059998 302.345787 18.395944 0.494975 -0.494975
392.399994 964.619995 302.407872 18.016425 -0.000000 -0.400000
440.899994 959.359985 302.567214 17.836199 -0.000000 -0.300000
476.799988 955.469971 302.716213 17.797608 -0.798904 0.041869
534.000000 949.299988 303.094639 17.859480 -2.097122 0.109905
571.500000 945.289978 303.217735 17.866531 -2.798294 -0.097719
626.000000 939.460022 303.326867 17.729919 -3.742270 -0.659863
672.599976 934.500000 303.419178 17.638065 -3.897480 -0.899804
710.299988 930.500000 303.566879 17.733242 -3.897480 -0.899804
758.500000 925.419983 303.612892 17.693967 -3.753216 -0.594451
804.400024 920.599976 303.728555 17.791776 -3.586301 -0.313761
857.200012 915.070007 303.882867 17.797928 -3.499467 -0.061083
902.299988 910.369995 303.899087 17.632905 -3.399482 0.059338
956.200012 904.770020 303.910785 17.370141 -3.387062 0.296329
1001.799988 900.059998 303.900804 17.188494 -3.580279 0.376302
1052.400024 894.859985 304.043278 17.105000 -4.000000 -0.000000
1100.900024 889.890015 304.310595 17.086327 -4.084398 -0.357339
1146.500000 885.229980 304.467381 16.844981 -4.276444 -0.449472
1195.199951 880.280029 304.240193 16.095988 -4.682115 -0.409632
1247.699951 874.979980 304.454183 15.692941 -5.492463 -0.287848
1292.500000 870.460022 304.884452 15.563204 -6.085141 -0.425515
1352.099976 864.479980 305.214801 15.258802 -6.574885 -0.575228
1398.400024 859.859985 305.432096 14.917669 -6.774124 -0.592659
1449.199951 854.820007 305.747077 14.609201 -6.982948 -0.488295
1494.599976 850.340027 305.913394 14.067124 -7.371841 -0.644953
1550.599976 844.820007 306.074184 13.521855 -7.856723 -0.825775
1606.099976 839.390015 306.260397 13.050546 -8.594762 -0.300136
1656.500000 834.479980 306.353203 12.588662 -9.294334 0.324565
1703.699951 829.900024 306.761710 12.440448 -9.686707 0.507659
1756.699951 824.780029 306.861084 12.066451 -9.676372 0.676638
1809.099976 819.750000 307.144123 11.687525 -9.576615 0.669662
1862.500000 814.650024 307.713755 11.551390 -9.676372 0.676638
1906.099976 810.510010 307.949863 11.211674 -9.663089 0.845411
1968.000000 804.650024 308.238137 10.929418 -9.663089 0.845411
2021.699951 799.609985 308.909532 11.051449 -9.576615 0.669662
2072.699951 794.840027 309.182044 10.962379 -9.387117 0.491958
2127.899902 789.719971 309.422093 10.783753 -8.900000 -0.000000
2174.899902 785.369995 309.536006 10.227387 -8.494823 -0.296646
2233.899902 779.940002 309.645898 9.840128 -8.288626 -0.434389
2288.800049 774.909973 309.939467 9.847030 -8.494823 -0.296646
2340.100098 770.239990 310.281535 9.824960 -8.594762 -0.300136
2398.199951 764.969971 310.826306 9.835417 -8.800000 -0.000000
2453.100098 760.030029 310.656175 9.436201 -8.488351 -0.444856
2509.800049 754.940002 310.895862 9.236162 -7.657818 -0.804869
2568.300049 749.729980 311.425057 9.221382 -6.982948 -0.488295
2621.199951 745.049988 311.743690 9.064935 -6.798965 -0.118676
2676.600098 740.169983 311.839432 9.019783 -6.895797 -0.240807
2739.300049 734.669983 311.937087 8.655472 -7.458914 -0.783964
2796.300049 729.710022 312.311926 8.059448 -7.741860 -0.950581
2852.300049 724.859985 312.984597 7.640547 -7.526037 -1.057716
2907.100098 720.140015 313.273063 7.260408 -8.180025 -0.572003
2964.800049 715.200012 313.680981 7.060313 -8.987666 -0.471024
3028.899902 709.750000 314.323522 6.929119 -9.476858 -0.662687
3086.199951 704.900024 314.674989 6.732589 -9.686707 -0.507659
3140.600098 700.320007 314.719373 6.451397 -10.300000 -0.000000
3202.899902 695.109985 314.748339 6.188669 -11.000000 -0.000000
3262.600098 690.140015 314.938756 6.061221 -10.393664 -0.362955
3324.500000 685.030029 315.129429 6.243976 -9.563470 -0.836695
3383.300049 680.200012 315.722815 6.575839 -9.050150 -0.951209
3449.500000 674.799988 316.006578 6.559974 -8.592889 -1.360980
3508.199951 670.049988 316.241678 6.370418 -8.306962 -2.225844
3566.500000 665.349976 316.451716 6.120815 -7.562002 -2.902781
3631.399902 660.140015 316.724480 5.787765 -6.921084 -1.984589
3691.699951 655.340027 317.284333 5.632752 -6.499731 -1.146078
3762.399902 649.760010 317.631010 5.416344 -6.282414 -1.221178
3825.199951 644.820007 317.803244 5.069048 -6.260145 -1.330635
3886.600098 640.020020 317.948802 4.676377 -6.024899 -0.954250
3953.199951 634.849976 318.299668 4.485232 -5.891914 -0.308782
4013.500000 630.200012 318.478597 4.373397 -6.099071 0.106460
4078.100098 625.239990 318.741305 4.268503 -5.899102 0.102969
4146.299805 620.039978 318.964354 4.216458 -5.996345 0.209397
4209.600098 615.250000 319.109264 4.000297 -5.900000 -0.000000
4279.000000 610.030029 319.415229 3.986683 -5.896406 -0.205907
4349.600098 604.760010 319.665768 3.852034 -6.400000 -0.000000
4418.100098 599.679993 319.870399 3.786432 -6.200000 -0.000000
4478.799805 595.210022 320.485657 3.902555 -6.099071 0.106460
4545.799805 590.299988 320.501347 3.820741 -6.300000 -0.000000
4620.899902 584.840027 320.992461 3.785363 -6.496040 0.226847
4685.700195 580.159973 321.181386 3.722221 -6.496040 0.226847
4760.100098 574.830017 321.291846 3.492736 -6.491092 0.340184
4828.899902 569.929993 321.433169 3.550115 -6.700000 -0.000000
4897.100098 565.109985 321.967286 3.458194 -6.600000 -0.000000
4966.200195 560.260010 322.348523 3.415007 -6.284654 0.439466
5038.299805 555.239990 322.989645 3.421185 -6.862201 0.721246
5116.700195 549.820007 323.303373 3.356407 -7.082705 0.495271
5188.600098 544.890015 323.637252 3.432346 -6.898949 0.120422
5258.700195 540.130005 323.794109 3.319355 -6.496040 -0.226847
5332.399902 535.140015 324.008654 3.310178 -6.291366 -0.329717
5410.000000 529.940002 324.134945 3.473859 -6.391229 0.334950
5480.500000 525.239990 324.468567 3.536235 -6.278518 1.682324
5558.500000 520.090027 325.444043 3.830301 -6.921084 1.984589
5636.899902 514.969971 325.652477 3.848716 -7.305589 2.094844
5709.899902 510.230011 325.702310 3.829144 -6.761481 1.811733
5793.700195 504.829987 326.317544 3.884794 -6.792070 1.693453
5872.100098 499.829987 326.844994 3.812236 -6.792070 1.693453
5945.600098 495.179993 327.780556 3.994798 -6.451550 0.792151
6025.600098 490.170013 328.183029 3.909390 -5.678309 0.496788
6109.000000 484.980011 328.445271 3.724051 -5.292737 0.277381
6189.700195 480.010010 328.624413 3.565265 -5.558259 0.682468
6266.200195 475.329987 329.026597 3.431552 -5.234748 0.829103
6355.600098 469.910004 329.660245 3.398018 -4.482876 0.392201
6438.600098 464.929993 330.055871 3.350988 -5.300787 1.030369
6524.799805 459.799988 330.817154 3.360923 -5.219481 0.920335
6609.899902 454.790009 331.203468 3.264938 -4.657420 1.161225
6695.600098 449.779999 331.286313 3.058861 -5.190813 1.488442
6780.200195 444.880005 331.619391 2.942132 -5.022814 1.345859
6863.000000 440.130005 332.069550 2.780924 -3.729589 1.140250
6949.200195 435.220001 332.666836 2.676905 -3.533858 0.686912
7040.600098 430.079987 333.060317 2.557126 -3.151385 0.555674
7129.500000 425.109985 333.249332 2.418744 -2.855942 0.503580
7223.600098 419.910004 333.744626 2.274283 -2.700000 -0.000000
7310.600098 415.149994 333.921201 2.098935 -2.748556 -0.534265
7403.399902 410.109985 334.289237 1.979632 -3.990256 -0.279026
7495.600098 405.149994 334.573635 1.897439 -3.573166 0.438730
7594.100098 399.910004 335.275183 1.840778 -2.165064 1.250000
7684.600098 395.149994 335.629332 1.720047 -2.147235 0.824246
7785.299805 389.899994 335.894029 1.583893 -2.386853 -0.250868
7881.600098 384.929993 336.234714 1.473115 -2.662958 -0.865248
7981.600098 379.829987 337.321295 1.415821 -3.555678 -0.563164
8076.500000 375.049988 337.909365 1.356571 -3.092448 -0.216245
8177.899902 369.989990 338.041416 1.236598 -2.883785 -0.826912
8280.099609 364.940002 338.371564 1.152313 -2.677653 -0.818641
8384.900391 359.820007 338.749846 1.070446 -2.318222 -0.621166
8484.099609 355.029999 338.907245 0.987889 -2.092009 0.183027
8588.400391 350.040009 339.484858 0.972593 -2.317960 0.936516
8692.299805 345.130005 339.638632 0.935794 -2.979911 0.854476
8804.799805 339.880005 340.286068 0.957090 -3.663992 0.514940
8910.599609 334.989990 340.577720 0.960187 -3.763019 -0.528858
9017.700195 330.100006 341.023963 0.964219 -4.579539 -1.057270
9128.700195 325.089996 341.084168 0.940954 -5.785872 -0.404588
9246.700195 319.829987 341.154615 0.884160 -5.799117 0.101224
9357.500000 314.940002 341.436097 0.853686 -4.888064 0.341807
9469.299805 310.079987 341.755476 0.824380 -4.189792 0.967290
9584.500000 305.119995 342.084868 0.778129 -4.112111 1.257198
9703.900391 300.049988 342.711591 0.738088 -3.760865 2.084682
9821.200195 295.130005 342.761773 0.645885 -3.538328 1.081775
9946.599609 289.940002 343.179651 0.566313 -3.497868 0.122148
10066.099609 285.059998 343.789524 0.501471 -3.794792 0.198877
10192.400391 279.980011 344.079088 0.436578 -2.831991 1.260884
10320.000000 274.910004 344.319017 0.382331 -2.993363 2.174805
10448.700195 269.869995 344.574584 0.324125 -3.447200 2.892544
10571.700195 265.119995 344.851990 0.283333 -3.640577 2.645034
10704.700195 260.049988 344.967714 0.248511 -3.396193 2.952266
10837.200195 255.070007 345.224604 0.225003 -3.111270 3.111270
10972.599609 250.059998 345.389507 0.197357 -2.792426 2.427418
11112.599609 244.949997 345.640049 0.173600 -1.545114 2.571502
11250.299805 240.000000 345.933747 0.154202 -1.726416 1.667180
11387.700195 235.149994 346.158551 0.137395 -0.862582 1.692912
11538.099609 229.910004 346.873379 0.128986 -0.350697 0.719035
11679.400391 225.080002 347.177805 0.120721 0.226995 -0.445503
11827.900391 220.089996 347.221098 0.108391 0.794879 -1.272072
11982.599609 214.970001 347.330615 0.097035 1.626346 -1.626346
12139.000000 209.880005 347.421078 0.084956 2.375218 -1.057515
12292.700195 204.970001 348.018134 0.079801 3.897480 -0.899804
12452.099609 199.970001 348.788539 0.075871 4.555233 0.640196
12610.700195 195.100006 349.340879 0.070151 6.238689 0.876791
12782.200195 189.929993 349.621524 0.061752 6.595979 -0.230336
12945.799805 185.100006 349.711214 0.052418 8.088900 -0.423921
13121.799805 180.000000 350.311381 0.044888 10.667034 -1.689492
13298.400391 174.990005 350.845351 0.038160 11.384377 -0.596629
13475.299805 170.080002 351.371680 0.032358 10.322479 -1.267441
13666.599609 164.889999 351.518419 0.025652 9.353953 -2.159530
13853.700195 159.929993 351.966436 0.020405 9.816272 -1.908090
14044.799805 154.990005 353.075609 0.016912 10.601574 2.060738
14243.400391 149.970001 353.782724 0.013700 13.055641 2.537760
14442.400391 145.089996 355.251441 0.011902 13.039999 3.494058
14658.400391 139.929993 356.474085 0.009898 12.518867 5.313944
14867.700195 135.080002 357.818327 0.008327 9.752553 6.094072
15091.200195 130.039993 358.396513 0.006404 5.838925 6.716915
15326.400391 124.900002 358.727926 0.004721 4.750827 5.276329
15556.099609 120.019997 359.116901 0.003547 2.535146 4.767917
15803.400391 114.940002 361.152817 0.003063 -1.115300 1.283006
16052.000000 110.029999 366.120364 0.003420 1.461673 -0.650779
 279.250000,	180.000000,	1010.000000,	day,	levels,	pres0
50.000000 1003.599976 297.634106 18.874236 0.828454 -0.351658
50.000000 1003.599976 297.634106 18.487401 0.828454 -0.351658
85.500000 999.570007 298.106648 18.410678 1.277817 -0.962904
131.000000 994.440002 299.987739 19.927073 1.575171 -1.062466
166.000000 990.530029 300.576443 20.065613 1.574315 -0.872657
210.600006 985.570007 301.188832 19.795854 1.348191 -0.657557
255.399994 980.609985 301.412354 19.017337 0.903056 -0.935142
309.399994 974.659973 301.826387 18.359439 -0.219008 -1.382764
351.899994 970.000000 302.240170 18.059212 -1.375329 -0.999235
396.000000 965.190002 302.872002 17.976487 -2.486305 -0.261321
442.000000 960.190002 303.160135 17.702996 -3.295477 0.172709
492.799988 954.700012 303.323052 17.293941 -4.299345 -0.075045
531.599976 950.520020 303.490686 17.038509 -4.873158 -0.512190
578.700012 945.460022 303.618771 16.716151 -5.050367 -0.709783
633.299988 939.630005 303.779443 16.508660 -4.888064 -0.341807
673.700012 935.340027 303.840709 16.380938 -4.899254 -0.085517
724.799988 929.929993 303.905934 16.097475 -4.987820 -0.348782
774.799988 924.659973 303.980774 15.836990 -5.531054 -0.876033
817.400024 920.179993 304.106117 15.732575 -6.260145 -1.330635
871.200012 914.549988 304.229749 15.621394 -6.820590 -1.574657
919.400024 909.530029 304.493027 15.742897 -6.696693 -1.180808
961.299988 905.190002 304.559823 15.758369 -6.451550 -0.792151
1013.700012 899.770020 304.578109 15.629820 -6.284654 -0.439466
1064.599976 894.539978 304.518286 15.482364 -7.098918 -0.123912
1106.400024 890.250000 304.523524 15.456141 -7.898797 0.137874
1153.699951 885.429993 304.592675 15.436981 -8.300000 -0.000000
1206.900024 880.030029 304.690152 15.290783 -8.188762 -0.429155
1257.500000 874.909973 304.741660 14.897078 -7.980513 -0.558052
1309.500000 869.669983 304.880341 14.338612 -8.288626 -0.434389
1354.599976 865.150024 305.105518 13.813605 -8.479295 -0.592930
1401.300049 860.479980 305.369171 13.247846 -8.833660 -1.084637
1453.400024 855.299988 305.802590 12.721648 -9.778114 -1.548701
1507.300049 849.979980 306.243748 12.195025 -10.397815 -1.461318
1560.500000 844.739990 306.680637 11.854859 -10.460044 -0.915135
1613.099976 839.590027 306.933364 11.451718 -10.460044 -0.915135
1665.099976 834.530029 307.232528 11.092623 -10.595868 -1.489152
1714.000000 829.780029 307.396715 10.717647 -10.230886 -2.361986
1765.400024 824.830017 307.278405 10.304687 -9.708743 -2.783937
1818.400024 819.739990 307.505073 10.155260 -9.743701 -2.249511
1864.800049 815.309998 307.716741 10.045388 -9.726953 -1.194320
1921.800049 809.890015 308.059717 10.035888 -9.686707 -0.507659
1971.500000 805.190002 308.221588 9.924096 -9.886432 -0.518126
2031.000000 799.580017 308.486432 9.636419 -9.798508 -0.171034
2080.800049 794.919983 308.660607 9.387534 -9.694091 -0.338525
2130.600098 790.280029 308.781812 9.170130 -9.925462 -1.218693
2185.199951 785.210022 308.911092 8.980810 -9.749597 -1.719117
2245.399902 779.659973 309.076390 8.744523 -8.638319 -1.679119
2295.300049 775.080017 309.091853 8.487784 -8.272385 -1.458645
2349.100098 770.159973 309.342540 8.214015 -9.348505 -0.982568
2401.500000 765.400024 309.653774 7.958003 -10.559664 -0.923851
2462.000000 759.919983 310.041682 7.632787 -9.803654 -1.377814
2518.000000 754.890015 310.370736 7.279936 -9.683661 -2.058326
2575.699951 749.729980 310.784421 7.077040 -10.867311 -2.709525
2625.100098 745.340027 311.132555 6.930643 -11.150636 -3.197394
2683.399902 740.190002 311.455590 6.793055 -11.284396 -3.449986
2746.899902 734.609985 311.780544 6.336327 -12.460443 -3.338766
2801.300049 729.849976 311.868069 5.839054 -12.911548 -2.744434
2860.199951 724.729980 312.013884 5.660432 -12.129030 -2.578105
2920.199951 719.549988 312.170915 5.534036 -11.449490 -2.854679
2970.600098 715.219971 313.007145 5.664575 -11.542142 -2.453358
3036.699951 709.570007 313.265326 5.525582 -11.337549 -1.191625
3088.600098 705.169983 313.071434 5.077601 -11.057761 -0.967429
3147.800049 700.159973 313.156545 4.656390 -11.157380 -0.976144
3209.199951 695.000000 313.397758 4.420916 -11.671499 -0.816151
3271.000000 689.840027 314.032722 4.790010 -11.883691 -0.622798
3330.800049 684.880005 314.502883 5.208969 -11.683966 -0.612331
3389.600098 680.030029 314.863309 5.455290 -11.198294 0.195467
3452.399902 674.880005 314.921660 5.602937 -11.315025 1.389310
3509.600098 670.229980 314.849559 5.749535 -11.289056 1.586573
3577.500000 664.729980 315.041374 5.947152 -10.641384 1.118454
3640.300049 659.679993 315.131974 6.126686 -10.074421 1.595631
3695.399902 655.280029 315.329165 6.386203 -10.045039 1.771211
3758.500000 650.250000 315.560842 6.545994 -10.045039 1.771211
3821.000000 645.309998 315.818817 6.579307 -9.454155 1.667022
3888.199951 640.039978 316.105569 6.529133 -8.889195 1.407910
3956.000000 634.750000 316.355353 6.480180 -8.592889 1.360980
4021.100098 629.700012 316.519261 6.401807 -8.049343 1.564634
4082.500000 624.969971 316.607421 6.335297 -7.287578 1.284996
4150.100098 619.789978 316.753913 6.281422 -6.862201 0.721246
4213.000000 615.000000 316.871155 6.186606 -6.478739 1.259339
4277.299805 610.140015 317.187520 6.066878 -6.068273 2.329391
4347.600098 604.859985 317.364640 5.653328 -6.161631 2.365228
4416.600098 599.710022 317.956139 5.248915 -6.120350 1.871179
4478.399902 595.140015 318.420183 4.880523 -6.086762 1.977709
4548.399902 589.989990 318.921554 4.364426 -5.943657 1.372201
4621.799805 584.619995 319.418125 3.974459 -5.333517 0.844746
4688.899902 579.760010 319.959216 3.707769 -4.852314 0.681948
4758.299805 574.770020 320.129911 3.263688 -5.072062 0.533095
4823.700195 570.090027 320.667588 2.751897 -5.492463 0.287848
4899.000000 564.750000 320.813191 2.458356 -5.926130 0.938607
4966.100098 560.020020 321.007101 2.184961 -6.181868 2.008610
5037.200195 555.049988 321.660485 2.376270 -6.348347 2.436902
5107.100098 550.200012 322.622680 2.642235 -6.483879 2.359939
5178.200195 545.309998 322.828631 2.802001 -6.014033 2.188929
5253.799805 540.159973 323.800899 2.863958 -5.846691 2.603114
5332.100098 534.859985 324.368063 2.757517 -7.459177 2.280499
5409.500000 529.679993 325.067830 2.786640 -8.574457 1.979569
5476.700195 525.219971 325.445807 2.990311 -8.087272 1.867094
5553.399902 520.169983 326.044511 3.010441 -7.823999 2.096434
5633.299805 514.950012 326.369341 3.155504 -8.147506 1.583715
5712.500000 509.820007 326.456094 2.957021 -8.803329 1.871205
5788.399902 504.940002 326.528204 2.648272 -9.079702 2.432899
5864.899902 500.049988 326.608826 2.538670 -9.131987 2.618555
5941.899902 495.160004 326.732965 2.490482 -8.635632 2.153105
6020.500000 490.220001 327.070029 2.479446 -7.558529 1.469229
6105.899902 484.890015 327.663277 2.532540 -6.162330 1.309844
6179.799805 480.320007 327.910170 2.526603 -5.575318 1.598697
6261.399902 475.309998 328.152345 2.453048 -4.902434 1.405750
6347.500000 470.070007 328.312878 2.300742 -3.366912 0.473189
6432.799805 464.929993 328.636864 2.218273 -2.046177 0.472397
6511.500000 460.220001 329.207810 2.287049 -2.983566 0.313585
6601.700195 454.880005 329.619058 2.297757 -3.742270 -0.659863
6688.399902 449.790009 330.103023 2.372954 -3.852740 -1.402283
6774.200195 444.790009 330.466211 2.454184 -3.640964 -1.397635
6856.899902 440.029999 330.548454 2.420051 -3.435695 -0.667832
6946.600098 434.899994 330.554578 2.369399 -3.797685 -0.132618
7034.299805 429.920013 330.715393 2.397341 -3.785540 -0.331192
7122.600098 424.959991 330.945781 2.427791 -4.000000 -0.000000
7209.100098 420.149994 331.524717 2.495750 -4.254834 1.465057
7303.299805 414.959991 332.151831 2.509763 -4.184649 1.359675
7398.200195 409.790009 332.544252 2.431561 -2.773284 0.847878
7489.299805 404.880005 333.459004 2.413203 -1.772654 0.312567
7582.000000 399.929993 333.723990 2.246835 -1.266681 0.292436
7677.299805 394.890015 333.970915 2.125024 -0.863208 0.833590
7769.100098 390.079987 334.292253 1.999546 -0.488084 1.096255
7866.700195 385.019989 334.451904 1.870630 -0.655322 -0.458861
7968.299805 379.809998 335.255831 1.845699 -1.312118 -1.509419
8064.200195 374.940002 335.515347 1.767285 -1.143448 -1.517407
8162.799805 369.989990 336.048326 1.727193 -2.221529 -1.864084
